Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
21,"D. Hermes","Xamarin Mobile Application Development: Cross-Platform C# and Xamarin. Forms Fundamentals",2015,"","","","",127,"2023-02-26 08:28:03","","","","",,,,,21,2.63,21,1,8,"Xamarin Mobile Application Development is a hands-on Xamarin. Forms primer and a cross-platform reference for building native Android, iOS, and Windows Phone apps using C# and .NET. This book explains how to use Xamarin. Forms, Xamarin. Android, and Xamarin.iOS to build business apps for your customers and consumer apps for Google Play and the iTunes App Store. Learn how to leverage Xamarin. Forms for cross-platform development using the most common UI pages, layouts, views, controls, and design patterns. Combine these with platform-specific UI to craft a visually stunning and highly interactive mobile user experience. Use Xamarin. Forms to data bind your UI to both data models and to view models for a Model-View-ViewModel (MVVM) implementation. Use this book to answer the important question: Is Xamarin. Forms right for my project? Platform-specific UI is a key concept in cross-platform development, and Xamarin. Android and Xamarin.iOS are the foundation of the Xamarin platform. Xamarin Mobile Application Development will cover how to build an Android app using Xamarin. Android and an iOS app using Xamarin.iOS while sharing a core code library. SQLite is the database-of-choice for many Xamarin developers. This book will explain local data access techniques using SQLite.NET and ADO.NET. Build a mobile data access layer (DAL) using SQLite and weigh your options for web services and enterprise cloud data solutions. This book will show how organize your Xamarin code into a professional-grade application architecture. Explore solution-building techniques from starter-to-enterprise to help you decouple your functional layers, manage your platform-specific code, and share your cross-platform classes for code reuse, testability, and maintainability. Also included are 250+ screenshots on iOS, Android, and Windows Phone and 200+ C# code examples with downloadable C# and XAML versions available from Apress.com. This comprehensive recipe and reference book addresses one of the most important and vexing problems in the software industry today: How do we effectively design and develop cross-platform mobile applications? What youll learn How to build world-class mobile apps for iOS, Android, and Windows Phone using C#How to organize your Xamarin code into a professional-grade application architecture The latest Xamarin techniques for cross-platform UI using Xamarin. Forms When and how to use platform-specific UIData binding, local data access, enterprise cloud data solutions, and building a data access layer for mobile appsCross-platform architecture to maximize portability and code reuse Who this book is for C#, ASP.NET developers, architects, and technical managers as well as many Android and iOS developers","",""
20,"XL Li, DL Chang, H Pen, XY Zhang…","Application of MVVM design pattern in MES",2015,"… Conference on Cyber …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7288144/","https://scholar.google.com/scholar?cites=8634687737139492548&as_sdt=2005&sciodt=2007&hl=en",4,"2023-02-26 07:52:24","","","","",,,,,20,2.50,4,5,8,"… The number of modified codes is dramatically reduced because of the using of MVVM design pattern. In this paper, MVVM design pattern for MES development is introduced and MVVM …","","https://scholar.google.com/scholar?q=related:xPaelr-S1HcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
16,"J Kouraklis","MVVM in Delphi",2016,"","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4842-2214-0.pdf","https://scholar.google.com/scholar?cites=4244723608545042763&as_sdt=2005&sciodt=2007&hl=en",8,"2023-02-26 07:52:24","BOOK","10.1007/978-1-4842-2214-0","","",,,,,16,2.29,16,1,7,"… This book attempts to open the field of MVVM to Delphi developers. … MVVM pattern by first looking at a way to organize the different aspects of POSApp as they are understood by MVVM. …","http://ndl.ethernet.edu.et/bitstream/123456789/27465/1/8.pdf","https://scholar.google.com/scholar?q=related:S6EK6aFJ6DoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
14,"F Muntenescu","Android Architecture Patterns Part 3: Model-View-ViewModel",2016,"A: Upday Devs (Medium)","","","https://scholar.google.com/scholar?cites=7266117203421269613&as_sdt=2005&sciodt=2007&hl=en",22,"2023-02-26 08:01:38","CITATION","","","",,,,,14,2.00,14,1,7,"","","https://scholar.google.com/scholar?q=related:bY5HVhlv1mQJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
13,"R Vice, MS Siddiqi","MVVM Survival Guide for Enterprise Architectures in Silverlight and WPF",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=EC0on5ZY7zkC&oi=fnd&pg=PT13&dq=mvvm&ots=vxZ-gXtcVW&sig=0JksWPuOkUu-LVi5hJ6X0XGHd5U","https://scholar.google.com/scholar?cites=6309282595021141584&as_sdt=2005&sciodt=2007&hl=en",12,"2023-02-26 07:52:24","BOOK","","","",,,,,13,1.18,7,2,11,"… from the first chapter using MVVM. We will then look at some of the benefits and cost of using MVVM. We will finish off the chapter by taking a quick look at the MVVM Light open source …","","https://scholar.google.com/scholar?q=related:UDbKlxcTj1cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
13,"Andrew Whitechapel, Sean McKenna","Windows Phone 8 Development Internals",2013,"","","","",135,"2023-02-26 08:28:03","","","","",,,,,13,1.30,7,2,10,"* Foreword * Introduction * Core Features * Chapter 1: Vision and architecture * Chapter 2: App model and navigation * Chapter 3: UI visuals and touch * Chapter 4: Data binding and MVVM * Chapter 5: Phone and media services * Chapter 6: Sensors * Chapter 7: Web connectivity * Chapter 8: Web services and the cloud * Chapter 9: Background agents * Chapter 10: Local storage and databases * Windows Phone 7 to Windows Phone 8 * Chapter 11: App publication * Chapter 12: Profiling and diagnostics * Chapter 13: Porting to Windows Phone 8 and multitargeting * Chapter 14: Tiles and notifications * Chapter 15: Contacts and calendar * Chapter 16: Camera and photos * Chapter 17: Networking and proximity * Chapter 18: Location and maps * New Windows Phone 8 Features * Chapter 19: Speech * Chapter 20: The Wallet * Chapter 21: Monetizing your app * Chapter 22: Enterprise apps * Native Development and Windows Phone 8 convergence * Chapter 23: Native development * Chapter 24: Windows 8 convergence * Chapter 25: Games and Direct3D * About the Authors","",""
12,"B Gao, S Zhang, N Yao","A multidimensional pivot table model based on MVVM pattern for rich internet application",2012,"2012 International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6228239/","https://scholar.google.com/scholar?cites=11107836872867236861&as_sdt=2005&sciodt=2007&hl=en",11,"2023-02-26 07:52:24","","","","",,,,,12,1.09,4,3,11,"… a multidimensional Pivot table model based on MVVM pattern, discusses the structures and … This paper proposes an interactive subsystem design solution based on MVVM pattern and …","","https://scholar.google.com/scholar?q=related:_cs8tsj2JpoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
11,"F Jarnjak","Notice of retraction: flexible GUI in robotics applications using Windows presentation foundation framework and model view ViewModel pattern",2010,"4th International Conference on New Trends in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5488625/","https://scholar.google.com/scholar?cites=6708231216734779121&as_sdt=2005&sciodt=2007&hl=en",4,"2023-02-26 08:01:38","","","","",,,,,11,0.85,11,1,13,"… To do a more involved change, we can create another ViewModel and … ViewModel object instance. Thus, main window XAML is minimally changed to register the new ViewModel and …","","https://scholar.google.com/scholar?q=related:8bap-L9sGF0J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
11,"A. Daoudi, Ghizlane El-Boussaidi, Naouel Moha, Sègla Kpodjedo","An exploratory study of MVC-based architectural patterns in Android apps",2019,"","","","",119,"2023-02-26 08:28:03","","10.1145/3297280.3297447","","",,,,,11,2.75,3,4,4,"Mobile app development now represents a significant part of the software industry, with Android being the largest ecosystem. Android development comes with its own design practices and templates (layouts, activities, etc.). Developers also use different established architectural patterns for designing interactive software such as MVC, MVP and MVVM. They implement these patterns based on their understanding and experience. Thus, the choice and the implementation of such patterns varies from a developer to another. To the best of our knowledge, there is no work that provides a comprehensive view of the use of these patterns in mobile apps. Moreover, there is no clear understanding of which pattern to use and what is the trend for designing mobile apps using such patterns. In this paper, we propose an automatic approach to identify which MVC-based architectural pattern (MVC, MVP and MVVM) is used predominantly in a given app. For this purpose, we defined each of these patterns through a number of heuristics according to the pattern's potential implementations within the Android framework. We conducted an empirical study on a large set of mobile apps downloaded from the Google Play Store. We found, not surprisingly, a dominance of the popular MVC pattern, a rare use of MVP while MVVM is almost unused and a significant number of apps do not follow any pattern. The empirical study also enabled us to analyse the use of these patterns by domain, size and last-update date of the apps. We observed that MVC has been the most used pattern over the past years and it continues to gain popularity, and that small-size apps are mostly the ones that do not use any pattern.","",""
10,"J Likness","Model-view-viewmodel (mvvm) explained",2010,"Code Project","","","https://scholar.google.com/scholar?cites=5535218144062079100&as_sdt=2005&sciodt=2007&hl=en",54,"2023-02-26 07:52:24","CITATION","","","",,,,,10,0.77,10,1,13,"","","https://scholar.google.com/scholar?q=related:fAAeP5ML0UwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
10,"DA Tamburri, MM Bersani, R Mirandola…","DevOps Service Observability By-Design: Experimenting with Model-View-Controller",2018,"Service-Oriented and …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-99819-0_4","https://scholar.google.com/scholar?cites=10631826479461598176&as_sdt=2005&sciodt=2007&hl=en",370,"2023-02-26 08:06:35","","10.1007/978-3-319-99819-0_4","","",,,,,10,2.00,3,4,5,"… Other variants of MVC, eg, Model-View-View-Model 2 (MVVM), offer the same features as MVC with respect to the properties P1 and P3. In addition, however, MVVM defines the …","https://www.researchgate.net/profile/Damian-Tamburri/publication/327310128_DevOps_Service_Observability_By-Design_Experimenting_with_Model-View-Controller_7th_IFIP_WG_214_European_Conference_ESOCC_2018_Como_Italy_September_12-14_2018_Proceedings/links/5bf29d55a6fdcc3a8de13840/DevOps-Service-Observability-By-Design-Experimenting-with-Model-View-Controller-7th-IFIP-WG-214-European-Conference-ESOCC-2018-Como-Italy-September-12-14-2018-Proceedings.pdf","https://scholar.google.com/scholar?q=related:4IPmbdrVi5MJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
9,"J Kouraklis, J Kouraklis","MVVM as Design Pattern",2016,"MVVM in Delphi: Architecting and Building Model …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-2214-0_1","https://scholar.google.com/scholar?cites=15701641068301192893&as_sdt=2005&sciodt=2007&hl=en",10,"2023-02-26 07:52:24","","10.1007/978-1-4842-2214-0_1","","",,,,,9,1.29,5,2,7,"… If we attempt to look at the rowing machine under the MVVM paradigm in an educational approach, what … This transformation of data is the job of the ViewModel in the MVVM domain. …","","https://scholar.google.com/scholar?q=related:vQ7HWlxv59kJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"T Szostak","Windows Phone 8 Application Development Essentials (A practical guide to creating a Windows Phone 8 application using C#, XAML, and MVVM)",2013,"","thuvienso.bvu.edu.vn","http://thuvienso.bvu.edu.vn/handle/TVDHBRVT/19421","https://scholar.google.com/scholar?cites=3356089335910592293&as_sdt=2005&sciodt=2007&hl=en",43,"2023-02-26 07:52:24","CITATION","","","",,,,,9,0.90,9,1,10,"Windows Phone 8 Application Development Essentials (A practical guide to creating a Windows Phone 8 application using C#, XAML, and MVVM) | Thư viện số Đại học Bà Rịa …","","https://scholar.google.com/scholar?q=related:JW9tPXg5ky4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"I Minar","Mvc vs mvvm vs mvp",2012,"What a controversial topic that many developers can …","","","https://scholar.google.com/scholar?cites=13088008759075675506&as_sdt=2005&sciodt=2007&hl=en",61,"2023-02-26 07:52:24","CITATION","","","",,,,,9,0.82,9,1,11,"","","https://scholar.google.com/scholar?q=related:ch3ohZ_yobUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
8,"V Gaudioso","Mvvm: Model-view-viewmodel",2010,"Foundation Expression Blend 4 with Silverlight","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-2974-2_15","https://scholar.google.com/scholar?cites=12766338954096555469&as_sdt=2005&sciodt=2007&hl=en",14,"2023-02-26 07:52:24","","10.1007/978-1-4302-2974-2_15","","",,,,,8,0.62,8,1,13,"… each MVVM master on the other side. I cover the various aspects of the project template and create a working implementation of MVVM. I will point out the various pieces of MVVM as …","","https://scholar.google.com/scholar?q=related:zTUoyaMlK7EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
8,"J Strawn","Design Patterns by Tutorials: MVVM",2018,"Raywenderlich","","","https://scholar.google.com/scholar?cites=2587829118217427821&as_sdt=2005&sciodt=2007&hl=en",73,"2023-02-26 07:52:24","CITATION","","","",,,,,8,1.60,8,1,5,"","","https://scholar.google.com/scholar?q=related:bRvDQt_Q6SMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
8,"D Dobrean, L Diosan","Model View Controller in iOS mobile applications development.",2019,"SEKE","researchgate.net","https://www.researchgate.net/profile/Dragos-Dobrean/publication/335151640_Model_View_Controller_in_iOS_mobile_applications_development/links/5d81f6c4458515cbd195a443/Model-View-Controller-in-iOS-mobile-applications-development.pdf","https://scholar.google.com/scholar?cites=1191152595437426580&as_sdt=2005&sciodt=2007&hl=en",276,"2023-02-26 08:06:35","PDF","","","",,,,,8,2.00,4,2,4,"… In addition, MVC is highly versatile, having different flavours as Model-ViewView-Model (… Presentation Foundation and the Model View View Model Pattern. Microsoft Press, 2011. …","https://www.researchgate.net/profile/Dragos-Dobrean/publication/335151640_Model_View_Controller_in_iOS_mobile_applications_development/links/5d81f6c4458515cbd195a443/Model-View-Controller-in-iOS-mobile-applications-development.pdf","https://scholar.google.com/scholar?q=related:lBdVfPnShxAJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
7,"MISB Khairat, Y Priyadi, M Adrian","Usability Measurement in User Interface Design Using Heuristic Evaluation &Severity Rating (Case Study: Mobile TA Application based on MVVM)",2022,"2022 IEEE 12th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9720876/","https://scholar.google.com/scholar?cites=3591984728299140934&as_sdt=2005&sciodt=2007&hl=en",6,"2023-02-26 07:52:24","","","","",,,,,7,7.00,2,3,1,"Each User interface design needs to be tested, one of which is by using heuristic evaluation. Heuristic evaluation is used to test ten usability aspects of the application and a severity …","","https://scholar.google.com/scholar?q=related:RvflSBRL2TEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"W Sun, H Chen, W Yu","The Exploration and Practice of MVVM Pattern on Android Platform",2017,"2016 4th International Conference on …","atlantis-press.com","https://www.atlantis-press.com/proceedings/icmmita-16/25868250","https://scholar.google.com/scholar?cites=647544394224578495&as_sdt=2005&sciodt=2007&hl=en",13,"2023-02-26 07:52:24","","","","",,,,,7,1.17,2,3,6,"… This paper compared the commonality and variability of MVVM with the commonly used MVC … jar techniques and the use of MVVM pattern on Android platform was explored. Three key …","https://www.atlantis-press.com/article/25868250.pdf","https://scholar.google.com/scholar?q=related:vy8NGjKK_AgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"HH Pan, JJ Jiang, L Chen, HT Sun…","A scalable graphics user interface architecture for CNC application based-On WPF and MVVM",2011,"Advanced Materials …","Trans Tech Publ","https://www.scientific.net/AMR.317-319.1931","https://scholar.google.com/scholar?cites=2935984935834750101&as_sdt=2005&sciodt=2007&hl=en",15,"2023-02-26 07:52:24","","","","",,,,,7,0.58,1,5,12,"… (4) MVVM: John Gossman outlined MVVM pattern [13]. The distinction between MVVM and PM is that MVVM provide a … MVVM is considered as the most suited design pattern to WPF. …","","https://scholar.google.com/scholar?q=related:lQxUXr62vigJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"A Furrow","Introduction to MVVM",2014,"URL https://www. objc. io/issues/13-architecture/mvvm","","","https://scholar.google.com/scholar?cites=16485236561653343745&as_sdt=2005&sciodt=2007&hl=en",62,"2023-02-26 07:52:24","CITATION","","","",,,,,7,0.78,7,1,9,"","","https://scholar.google.com/scholar?q=related:ASahb09Tx-QJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"L Liu","Analysis and Application of MVVM Design Pattern",2012,"Application of Micro Computer","","","https://scholar.google.com/scholar?cites=9299411980810435110&as_sdt=2005&sciodt=2007&hl=en",72,"2023-02-26 07:52:24","CITATION","","","",,,,,7,0.64,7,1,11,"","","https://scholar.google.com/scholar?q=related:Jro3GO0lDoEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"A Sinhal","MVC, MVP and MVVM design pattern",2017,"Medium [online]. San Francisco: Medium","","","https://scholar.google.com/scholar?cites=6809626180951852597&as_sdt=2005&sciodt=2007&hl=en",74,"2023-02-26 07:52:24","CITATION","","","",,,,,7,1.17,7,1,6,"","","https://scholar.google.com/scholar?q=related:NcbVwO6mgF4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"J Smith","Advanced Mvvm",2013,"Josh Smith","","","https://scholar.google.com/scholar?cites=397204007816242727&as_sdt=2005&sciodt=2007&hl=en",75,"2023-02-26 07:52:24","CITATION","","","",,,,,7,0.70,7,1,10,"","","https://scholar.google.com/scholar?q=related:J6Y_zfAmgwUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"H Saleh","Mvvm architecture, viewmodel and livedata (part 1)",2017,"Pro Android Dev [online]. Medium","","","https://scholar.google.com/scholar?cites=9353793874701069884&as_sdt=2005&sciodt=2007&hl=en",79,"2023-02-26 07:52:24","CITATION","","","",,,,,7,1.17,7,1,6,"","","https://scholar.google.com/scholar?q=related:PC7Ic_hZz4EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"M Bragge","Model-View-Controller architectural pattern and its evolution in graphical user interface frameworks",2013,"","lutpub.lut.fi","https://lutpub.lut.fi/handle/10024/92156","https://scholar.google.com/scholar?cites=9974102161888543741&as_sdt=2005&sciodt=2007&hl=en",327,"2023-02-26 08:06:35","","","","",,,,,7,0.70,7,1,10,"… View model - View models merely hold data that is being transferred between controllers and views. It is sometimes necessary to format the data of a domain object in another way. …","https://lutpub.lut.fi/bitstream/handle/10024/92156/Model-View-Controller%20architectural%20pattern%20and%20its%20evolution%20in%20graphical%20user%20interface%20frameworks.pdf?sequence=2","https://scholar.google.com/scholar?q=related:_YPSOBIha4oJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
6,"B Wisnuadhi, G Munawar…","Performance Comparison of Native Android Application on MVP and MVVM",2020,"International Seminar of …","atlantis-press.com","https://www.atlantis-press.com/proceedings/issat-20/125949769","https://scholar.google.com/scholar?cites=11069315499674413036&as_sdt=2005&sciodt=2007&hl=en",7,"2023-02-26 07:52:24","","","","",,,,,6,2.00,2,3,3,"… MVVM), but between MVP and MVVM which is better is still unclear. This study aims to compare the performance of MVP and MVVM … Based on experiments, the results show that MVVM …","https://www.atlantis-press.com/article/125949769.pdf","https://scholar.google.com/scholar?q=related:7KfRmMwbnpkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"B Maharjan","Puzzle game using Android MVVM Architecture",2018,"","theseus.fi","https://www.theseus.fi/handle/10024/145871","https://scholar.google.com/scholar?cites=4917016957279658656&as_sdt=2005&sciodt=2007&hl=en",18,"2023-02-26 07:52:24","","","","",,,,,6,1.20,6,1,5,"… MVVM pattern was … MVVM, View Model is an independent business domain, which handles all the data transformation and operations. The objective of this thesis is to implement MVVM …","https://www.theseus.fi/bitstream/handle/10024/145871/Maharjan_Bikesh.pdf?sequence=1","https://scholar.google.com/scholar?q=related:oOI5Bd_APEQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"B Brumfield, G Cox, D Hill, B Noyes, M Puleio…","Developer's Guide to Microsoft Prism 4: Building Modular MVVM Applications with Windows Presentation Foundation and Microsoft Silverlight",2011,"","dl.acm.org","https://dl.acm.org/doi/abs/10.5555/2012052","https://scholar.google.com/scholar?cites=1455189777127723087&as_sdt=2005&sciodt=2007&hl=en",58,"2023-02-26 07:52:24","CITATION","10.5555/2012052","","",,,,,6,0.50,1,6,12,"This guide provides everything you need to get started with Prism and to use it to create flexible, maintainable Windows Presentation Foundation (WPF) and Microsoft Silverlight 4.0 …","","https://scholar.google.com/scholar?q=related:T1B6cmTfMRQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"A Osmani","Understanding mvvm, a guide for javascript developers",2012,"… . com/blog/understanding-mvvm-a-guide-forjavascript …","","","https://scholar.google.com/scholar?cites=12214419339905026558&as_sdt=2005&sciodt=2007&hl=en",70,"2023-02-26 07:52:24","CITATION","","","",,,,,6,0.55,6,1,11,"","","https://scholar.google.com/scholar?q=related:_kmzxKxVgqkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"L Bugnion","MVVM Light Toolkit",2013,"GalaSoft http://www. galasoft. ch/mvvm","","","https://scholar.google.com/scholar?cites=3112649491315707086&as_sdt=2005&sciodt=2007&hl=en",71,"2023-02-26 07:52:24","CITATION","","","",,,,,6,0.60,6,1,10,"","","https://scholar.google.com/scholar?q=related:zkwsiDhaMisJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"J Smith","The Model-View-ViewModel (MVVM) Design Pattern for WPF",2009,"MSDN Magazine.[Online] February","","","https://scholar.google.com/scholar?cites=1439333628229690423&as_sdt=2005&sciodt=2007&hl=en",78,"2023-02-26 07:52:24","CITATION","","","",,,,,6,0.43,6,1,14,"","","https://scholar.google.com/scholar?q=related:N6TnF0-K-RMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
