Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
178,"J Smith","Patterns-wpf apps with the model-view-viewmodel design pattern",2009,"MSDN magazine","","","https://scholar.google.com/scholar?cites=9777780009050957602&as_sdt=2005&sciodt=2007&hl=en",11,"2023-02-26 08:01:38","CITATION","","","",,,,,178,12.71,178,1,14,"","","https://scholar.google.com/scholar?q=related:IudlAx2nsYcJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
55,"E Sorensen, M Mikailesc","Model-view-ViewModel (MVVM) design pattern using Windows Presentation Foundation (WPF) technology",2010,"MegaByte Journal","","","https://scholar.google.com/scholar?cites=8579250979290245733&as_sdt=2005&sciodt=2007&hl=en",12,"2023-02-26 08:01:38","CITATION","","","",,,,,55,4.23,28,2,13,"","","https://scholar.google.com/scholar?q=related:ZWqEk0-fD3cJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
62,"J Gossman","Introduction to Model/View/ViewModel pattern for building WPF apps",2005,"MSDN Blogs","","","https://scholar.google.com/scholar?cites=5509193918330341078&as_sdt=2005&sciodt=2007&hl=en",13,"2023-02-26 08:01:38","CITATION","","","",,,,,62,3.44,62,1,18,"","","https://scholar.google.com/scholar?q=related:1obSBK6WdEwJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"P Capek, E Kral, R Senkerik","ViewModel visualization tool",2016,"2016 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7881574/","https://scholar.google.com/scholar?cites=10917824007899294254&as_sdt=2005&sciodt=2007&hl=en",14,"2023-02-26 08:01:38","","","","",,,,,1,0.14,0,3,7,"This article proposes a tool for generating a universal view for ViewModel from Model-View-ViewModel software architectural pattern. In software development processes, it sometimes …","","https://scholar.google.com/scholar?q=related:LqoRDxfng5cJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"W Sheikh, N Sheikh","Audiometry: A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis",2020,"Journal of Open Source Software","joss.theoj.org","https://joss.theoj.org/papers/10.21105/joss.02016.pdf","",15,"2023-02-26 08:01:38","PDF","10.21105/joss.02016","","",,,,,0,0.00,0,2,3,"Around 466 million people worldwide (over 5% of the world’s population) have disabling hearing loss, and out of these 34 million are children (“Deafness and hearing loss,” nd). …","https://joss.theoj.org/papers/10.21105/joss.02016.pdf","https://scholar.google.com/scholar?q=related:vOCrM3nSYLMJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"RF García","MVVM: Model–View–ViewModel",2023,"iOS Architecture Patterns: MVC, MVP, MVVM, VIPER …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-9069-9_4","",16,"2023-02-26 08:01:38","","10.1007/978-1-4842-9069-9_4","","",,,,,0,0.00,0,1,1,"… The second block binds the title variable (such as Output) of the ViewModel to the text parameter of the UILabel element. Therefore, as we type, the text in the ViewModel is converted to …","",""
0,"S Hoefling","Model-View-ViewModel (MVVM)",2022,"Getting Started with the Uno Platform and WinUI 3 …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-8248-9_8","",17,"2023-02-26 08:01:38","","10.1007/978-1-4842-8248-9_8","","",,,,,0,0.00,0,1,1,"… ViewModel for each page we have already created. Swap out the keyword “Page” for “ViewModel… If your page doesn’t have the “Page” keyword, just append the keyword “ViewModel” to …","","https://scholar.google.com/scholar?q=related:B7_lJPdg5NYJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"T Hagos, T Hagos","Lifecycle, ViewModel, LiveData, and Room",2019,"Android Studio IDE Quick Reference: A Pocket Guide …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-4953-6_11","https://scholar.google.com/scholar?cites=12120142067831351299&as_sdt=2005&sciodt=2007&hl=en",18,"2023-02-26 08:01:38","","10.1007/978-1-4842-4953-6_11","","",,,,,1,0.25,1,2,4,"… This is a good case for using the ViewModel library so that the UI data can survive the destruction and recreation of the Activity class. You only need to do three things to implement …","","https://scholar.google.com/scholar?q=related:Ayhb1P5kM6gJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"S Wildermuth","Model-View-ViewModel In Silverlight 2 Apps",2009,"MSDN magazine","cgtweb1.tech.purdue.edu","http://cgtweb1.tech.purdue.edu/courses/cgt456/Private/Readings/Silverlight07.pdf","https://scholar.google.com/scholar?cites=12170688973399910559&as_sdt=2005&sciodt=2007&hl=en",19,"2023-02-26 08:01:38","PDF","","","",,,,,1,0.07,1,1,14,"… Layering Silverlight 2 applications is straightforward using the Model-View-ViewModel pattern that we happily borrow from our WPF brethren. Furthermore, using this layering approach …","http://cgtweb1.tech.purdue.edu/courses/cgt456/Private/Readings/Silverlight07.pdf","https://scholar.google.com/scholar?q=related:n-hDYyP55qgJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"X Li, S Wang, Z Liu, G Wu","Design and implementation of enterprise web application common framework based on model-view-viewmodel architecture",2022,"Fifth International Conference on …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12500/125004E/Design-and-implementation-of-enterprise-web-application-common-framework-based/10.1117/12.2661040.short","",20,"2023-02-26 08:01:38","","10.1117/12.2661040.short","","",,,,,0,0.00,0,4,1,"Based on the shortcomings of MVVM framework in enterprise level applications, this paper proposes a flexible common framework for enterprise level Web applications based on …","","https://scholar.google.com/scholar?q=related:bhAcmi1pEJkJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
20,"J Gossman","Introduction to Model/View/ViewModel pattern for building WPF apps (2005)",2005,"URL http://blogs. msdn. com/b/johngossman/archive …","","","https://scholar.google.com/scholar?cites=4233670254693653504&as_sdt=2005&sciodt=2007&hl=en",21,"2023-02-26 08:01:38","CITATION","","","",,,,,20,1.11,20,1,18,"","","https://scholar.google.com/scholar?q=related:ABwna6oEwToJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
14,"F Muntenescu","Android Architecture Patterns Part 3: Model-View-ViewModel",2016,"A: Upday Devs (Medium)","","","https://scholar.google.com/scholar?cites=7266117203421269613&as_sdt=2005&sciodt=2007&hl=en",22,"2023-02-26 08:01:38","CITATION","","","",,,,,14,2.00,14,1,7,"","","https://scholar.google.com/scholar?q=related:bY5HVhlv1mQJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
12,"V DAJBYCH","Mvvm: model-view-viewmodel",2009,"DotNETportal. cz [online]","","","https://scholar.google.com/scholar?cites=31436091026997383&as_sdt=2005&sciodt=2007&hl=en",23,"2023-02-26 08:01:38","CITATION","","","",,,,,12,0.86,12,1,14,"","","https://scholar.google.com/scholar?q=related:h4DKTvWubwAJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"T Hagos, T Hagos","Jetpack, LiveData, ViewModel, and Room",2020,"Learn Android Studio 4: Efficient Java-Based Android …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-5937-5_16","",24,"2023-02-26 08:01:38","","10.1007/978-1-4842-5937-5_16","","",,,,,0,0.00,0,2,3,"… We only need to do three things to implement ViewModel: … To make the RandomGenerator class a ViewModel, we will extend the ViewModel class from the …","","https://scholar.google.com/scholar?q=related:7rWYuzJC-HUJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"P Švikruha","Návrhový vzor Model-View-ViewModel ve WPF aplikacích: Model-View-ViewModel design pattern in WPF applications",2018,"","oatd.org","https://oatd.org/oatd/record?record=handle\:11012\%2F61740","",25,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,5,"… In this work i focus myself on presentating model for Model-View-ViewModel which is primary designated for WPF application. This presentating model is possible to be built by …","","https://scholar.google.com/scholar?q=related:HTI2Wse6cWoJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"P Čápek, E Král, R Šenkeřík","ViewModel visualization tool",2017,"Proceedings-2016 International …","publikace.k.utb.cz","https://publikace.k.utb.cz/handle/10563/1007171","",26,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,3,6,"This article proposes a tool for generating a universal view for ViewModel from Model-View-ViewModel software architectural pattern. In software development processes, it sometimes …","","https://scholar.google.com/scholar?q=related:mkTSh3GXyo4J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
10,"J Likness","Model-view-viewmodel (mvvm) explained",2010,"Code Project","","","https://scholar.google.com/scholar?cites=5535218144062079100&as_sdt=2005&sciodt=2007&hl=en",27,"2023-02-26 08:01:38","CITATION","","","",,,,,10,0.77,10,1,13,"","","https://scholar.google.com/scholar?q=related:fAAeP5ML0UwJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"K Burns, K Burns","Starting the ViewModel",2012,"Beginning Windows 8 Application Development: XAML …","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-4567-4_10","",28,"2023-02-26 08:01:38","","10.1007/978-1-4302-4567-4_10","","",,,,,0,0.00,0,2,11,"… data binding and the Model-View-ViewModel design pattern. This chapter builds upon this … Model and ViewModel classes and updating the user interface to bind to the ViewModel and …","","https://scholar.google.com/scholar?q=related:TK-WzSHoXggJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"C Anderson","The Model-View-ViewModel (MVVM) Design Pattern",2010,"Pro Business Applications with Silverlight 4","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-7206-9_12","",29,"2023-02-26 08:01:38","","10.1007/978-1-4302-7206-9_12","","",,,,,0,0.00,0,1,13,"Few topics surrounding Silverlight are so widely discussed and debated as the Model-View-ViewModel design pattern (most commonly referred to by its acronym MVVM). This pattern is …","","https://scholar.google.com/scholar?q=related:CDli0Ulf-5UJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"A Ghoda, A Ghoda","Implementing the ViewModel",2012,"Windows 8 MVVM Patterns Revealed: Covers both …","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4302-4909-2_4.pdf","",30,"2023-02-26 08:01:38","","10.1007/978-1-4302-4909-2_4","","",,,,,0,0.00,0,2,11,"… ViewModel Locator Class – is based on the service locator pattern, which enables a clean way of assigning and initializing ViewModel and setting up the DataContext of the control in …","","https://scholar.google.com/scholar?q=related:KP9Xp1d3pgkJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"A Ghoda","View, Model, and ViewModel Structures in HTML5 and JavaScript",2012,"Windows 8 MVVM Patterns Revealed: Covers both C# …","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-4909-2_6","",31,"2023-02-26 08:01:38","","10.1007/978-1-4302-4909-2_6","","",,,,,0,0.00,0,1,11,"… The big missing portion is binding the template, which we will do at later stage in this chapter, when we will implement the ViewModel of the application. Next jump to the StocksPage.js file …","","https://scholar.google.com/scholar?q=related:MCyU-GrlmlIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
6,"J Smith","Wpf apps with the model-view-viewmodel design pattern, 2009",2011,"MSDN Magazine. Available at: http://msdn. microsoft …","","","https://scholar.google.com/scholar?cites=15451841314974773303&as_sdt=2005&sciodt=2007&hl=en",32,"2023-02-26 08:01:38","CITATION","","","",,,,,6,0.50,6,1,12,"","","https://scholar.google.com/scholar?q=related:N7DGAM_3b9YJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
6,"R McCarter","Problems and solutions with model-vie-viewmodel",2010,"Microsoft MSDN Magazine, Tech. Rep","","","https://scholar.google.com/scholar?cites=4636545940683975359&as_sdt=2005&sciodt=2007&hl=en",33,"2023-02-26 08:01:38","CITATION","","","",,,,,6,0.46,6,1,13,"","","https://scholar.google.com/scholar?q=related:v2o_s_dRWEAJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
6,"J Smith","The Model-View-ViewModel (MVVM) Design Pattern for WPF",2009,"MSDN Magazine.[Online] February","","","https://scholar.google.com/scholar?cites=1439333628229690423&as_sdt=2005&sciodt=2007&hl=en",34,"2023-02-26 08:01:38","CITATION","","","",,,,,6,0.43,6,1,14,"","","https://scholar.google.com/scholar?q=related:N6TnF0-K-RMJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
7,"H Saleh","Mvvm architecture, viewmodel and livedata (part 1)",2017,"Pro Android Dev [online]. Medium","","","https://scholar.google.com/scholar?cites=9353793874701069884&as_sdt=2005&sciodt=2007&hl=en",35,"2023-02-26 08:01:38","CITATION","","","",,,,,7,1.17,7,1,6,"","","https://scholar.google.com/scholar?q=related:PC7Ic_hZz4EJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
6,"J Gossman","Introduction to Model/View/ViewModel pattern for building WPF apps, October 2005",2016,"URL http://blogs. msdn. com/b/johngossman/archive …","","","https://scholar.google.com/scholar?cites=4379647850449020607&as_sdt=2005&sciodt=2007&hl=en",36,"2023-02-26 08:01:38","CITATION","","","",,,,,6,0.86,6,1,7,"","","https://scholar.google.com/scholar?q=related:vyZR_4OixzwJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
4,"A Developer","ViewModel overview",2020,"… topic/libraries/architecture/viewmodel (hämtad 2020-06 …","","","https://scholar.google.com/scholar?cites=2831898367011922945&as_sdt=2005&sciodt=2007&hl=en",37,"2023-02-26 08:01:38","CITATION","","","",,,,,4,1.33,4,1,3,"","","https://scholar.google.com/scholar?q=related:ASTBjY_sTCcJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
4,"A Shelest","Model View Controller, Model View Presenter, and Model View ViewModel Design Patterns",2011,"","","","https://scholar.google.com/scholar?cites=8398387130482472564&as_sdt=2005&sciodt=2007&hl=en",38,"2023-02-26 08:01:38","CITATION","","","",,,,,4,0.33,4,1,12,"","","https://scholar.google.com/scholar?q=related:dLaePpkQjXQJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
4,"G Hall","Pro WPF &Silverlight MVVM: Effective Application Development With Model-View-ViewModel (Expert's Voice in WPF)",2010,"Apress Academic","","","https://scholar.google.com/scholar?cites=5870639745423905400&as_sdt=2005&sciodt=2007&hl=en",39,"2023-02-26 08:01:38","CITATION","","","",,,,,4,0.31,4,1,13,"","","https://scholar.google.com/scholar?q=related:eBJIlr6zeFEJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
4,"A Raja","Introduction to the Model-View-ViewModel Pattern. INFRAGISTICS",2012,"","","","https://scholar.google.com/scholar?cites=13859167368144641736&as_sdt=2005&sciodt=2007&hl=en",40,"2023-02-26 08:01:38","CITATION","","","",,,,,4,0.36,4,1,11,"","","https://scholar.google.com/scholar?q=related:yF7y1EqnVcAJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"J Smith","Patterns-WPF Apps With The Model-View-ViewModel Design Pattern. 2009",2015,"URL: https://docs. microsoft. com/en-us/archive/msdn …","","","https://scholar.google.com/scholar?cites=14523155105229907366&as_sdt=2005&sciodt=2007&hl=en",41,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.38,3,1,8,"","","https://scholar.google.com/scholar?q=related:piUhCZ-cjMkJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"G Hall, WPF Pro, M Silverlight","effective application development with Model-View-ViewModel",2011,"","Springer","","https://scholar.google.com/scholar?cites=10014007938918283627&as_sdt=2005&sciodt=2007&hl=en",42,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.25,1,3,12,"","","https://scholar.google.com/scholar?q=related:a3kq-Snn-IoJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"J Follesø","Model-View-ViewModel",2009,"… of Norwegian Developers Conference, Oslo, Norway","","","https://scholar.google.com/scholar?cites=15172220805236124373&as_sdt=2005&sciodt=2007&hl=en",43,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.21,3,1,14,"","","https://scholar.google.com/scholar?q=related:1erjvW-OjtIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"NOA Razrabotka graficheskogo pol'zovatel","skogo interfeisa v sootvetstvii s patternom Model-View-Viewmodel na platforme Windows",2014,"","… to Model-View-Viewmodel pattern …","","https://scholar.google.com/scholar?cites=15190079487776904749&as_sdt=2005&sciodt=2007&hl=en",44,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:LdbjStAAztIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"M Rouse","Model-View-ViewModel (MVVM)",2019,"… . techtarget. com/definition/Model-View-ViewModel …","","","https://scholar.google.com/scholar?cites=13672242104323866184&as_sdt=2005&sciodt=2007&hl=en",45,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.50,2,1,4,"","","https://scholar.google.com/scholar?q=related:SP5cV8GPvb0J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"A Developers","Descripción general de ViewModel",,"… . android. com/topic/libraries/architecture/viewmodel","","","https://scholar.google.com/scholar?cites=12206887753311299847&as_sdt=2005&sciodt=2007&hl=en",46,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:B6kvnbyTZ6kJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"A Developers","ViewModel",,"… . android. com/topic/libraries/architecture/viewmodel","","","https://scholar.google.com/scholar?cites=2540017553589297310&as_sdt=2005&sciodt=2007&hl=en",47,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:nmDy5IH0PyMJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Gossman","Tales from the Smart Client: Introduction to Model/View/ViewModel pattern for building WPF apps",2005,"","","","https://scholar.google.com/scholar?cites=11938974872948134984&as_sdt=2005&sciodt=2007&hl=en",48,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.11,2,1,18,"","","https://scholar.google.com/scholar?q=related:SFRjPGTCr6UJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Gossman","Introduction to Mode/Niew/ViewModel pattern for building WPF apps-Tales from the Smart Client-Site Home-MSDN Blogs",2005,"Tales from the Smart Client","","","https://scholar.google.com/scholar?cites=5532360488428316861&as_sdt=2005&sciodt=2007&hl=en",49,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.11,2,1,18,"","","https://scholar.google.com/scholar?q=related:vSgtco3kxkwJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"R East","Overview of the ModelView–ViewModel (MVVM) pattern and data-binding",2008,"","… . com/2008/08/09/overview-of-the …","","https://scholar.google.com/scholar?cites=400612628905171883&as_sdt=2005&sciodt=2007&hl=en",50,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.13,2,1,15,"","","https://scholar.google.com/scholar?q=related:q5ttPhBDjwUJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"H Saleh","MVVM architecture, ViewModel and LiveData Part 1. Retrieved December 6, 2018",2017,"","","","https://scholar.google.com/scholar?cites=9013684794186197256&as_sdt=2005&sciodt=2007&hl=en",51,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:COnOUpAKF30J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J GOSSMAN","Introduction to Model/View/ViewModel pattern for building WPF apps. Blog. 2005",2009,"Letzter Aufruf am","","","https://scholar.google.com/scholar?cites=8205596950277992962&as_sdt=2005&sciodt=2007&hl=en",52,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.14,2,1,14,"","","https://scholar.google.com/scholar?q=related:AjJZf_Mi4HEJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Gossman","Introduction to Model/View/ViewModel Pattern for Building WPF Apps. 2005. MSDN Blogs",2011,"","","","https://scholar.google.com/scholar?cites=6844595765812669018&as_sdt=2005&sciodt=2007&hl=en",53,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.17,2,1,12,"","","https://scholar.google.com/scholar?q=related:WipotJXj_F4J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"S Josh","WPF Apps with the Model-View-ViewModel Design Pattern",2009,"MSDN magazine","","","https://scholar.google.com/scholar?cites=16954982719670485706&as_sdt=2005&sciodt=2007&hl=en",54,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.14,2,1,14,"","","https://scholar.google.com/scholar?q=related:yoLYwvMyTOsJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
