Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
38,"K Thramboulidis, S Scholz","Integrating the 3+ 1 SysML view model with safety engineering",2010,"2010 IEEE 15th Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5641353/","https://scholar.google.com/scholar?cites=10111577279867297041&as_sdt=2005&sciodt=2007&hl=en",11,"2023-02-26 08:06:35","","","","",,,,,38,2.92,19,2,13,"… an effective integration of the 3+1 SysML view model, which provides a framework for using … by the MTS V-model of the 3+1 SysML View Model paradigm [9]. The main idea is to capture …","https://www.researchgate.net/profile/Kleanthis-Thramboulidis/publication/221503245_Integrating_the_31_SysML_view_model_with_safety_engineering/links/09e4150f97fd9e3bf6000000/Integrating-the-3-1-SysML-view-model-with-safety-engineering.pdf","https://scholar.google.com/scholar?q=related:EZ1mbfaJU4wJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
60,"IET De Araujo, ET Rolls, SM Stringer","A view model which accounts for the spatial fields of hippocampal primate spatial view cells and rat place cells",2001,"Hippocampus","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hipo.1085","https://scholar.google.com/scholar?cites=6633761721753786952&as_sdt=2005&sciodt=2007&hl=en",12,"2023-02-26 08:06:35","","10.1002/hipo.1085","","",,,,,60,2.73,20,3,22,"Hippocampal spatial view cells found in primates respond to a region of visual space being looked at, relatively independently of where the monkey is located. Rat place cells have …","https://www.oftnai.org/articles/Brain_modelling_articles/Publications/Space/11_699706.pdf","https://scholar.google.com/scholar?q=related:SNq3hSPbD1wJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
11,"Z Li, M Oskarsson, A Heyden","3D human pose and shape estimation through collaborative learning and multi-view model-fitting",2021,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content/WACV2021/html/Li_3D_Human_Pose_and_Shape_Estimation_Through_Collaborative_Learning_and_WACV_2021_paper.html","https://scholar.google.com/scholar?cites=13827086617271072725&as_sdt=2005&sciodt=2007&hl=en",13,"2023-02-26 08:06:35","","","","",,,,,11,5.50,4,3,2,"… Besides, we propose a multi-view model-fitting, merged into a multi-view learning loop to form a novel framework for 3D human pose and shape estimation. Since multi-view model-…","http://openaccess.thecvf.com/content/WACV2021/papers/Li_3D_Human_Pose_and_Shape_Estimation_Through_Collaborative_Learning_and_WACV_2021_paper.pdf","https://scholar.google.com/scholar?q=related:1ff_9ASu478J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
26,"P Runeson, S Minör","The 4+ 1 view model of industry--academia collaboration",2014,"Proceedings of the 2014 international workshop …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2647648.2647651","https://scholar.google.com/scholar?cites=16849729416589991272&as_sdt=2005&sciodt=2007&hl=en",14,"2023-02-26 08:06:35","","10.1145/2647648.2647651","","",,,,,26,2.89,13,2,9,"Industry--academia projects exist in complex contexts of various stakeholders, time perspectives, and goals. In order to analyze projects and communicate about them, we have defined …","https://dl.acm.org/doi/pdf/10.1145/2647648.2647651","https://scholar.google.com/scholar?q=related:aN1LdaFD1ukJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
17,"H Demant, S Droll, J Fitzer, I Grammatikakis…","View model aspects of component objects",2013,"US Patent …","Google Patents","https://patents.google.com/patent/US8516364B2/en","https://scholar.google.com/scholar?cites=13106792962546192861&as_sdt=2005&sciodt=2007&hl=en",15,"2023-02-26 08:06:35","","","","",,,,,17,1.70,3,5,10,"Displaying a plurality of objects on a grid. Metadata indicates an object's display column and span. A lowest position is determined from objects displayed in the same column span. The …","https://patentimages.storage.googleapis.com/2c/68/5e/ee144474d70b1a/US8516364.pdf","https://scholar.google.com/scholar?q=related:3dEntcGu5LUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
36,"YL Luo, L Zhang, DJ He, L Ren…","Study on multi-view model for cloud manufacturing",2011,"Advanced Materials …","Trans Tech Publ","https://www.scientific.net/amr.201-203.685","https://scholar.google.com/scholar?cites=2731080672298837137&as_sdt=2005&sciodt=2007&hl=en",16,"2023-02-26 08:06:35","","","","",,,,,36,3.00,7,5,12,"… The first is the network view model, which describes four kinds of network involved in … view model, which describes the functional subsystems of CMfg; the third is the running view model…","https://www.researchgate.net/profile/Fei-Tao-7/publication/266567708_Study_on_Multi-View_Model_for_Cloud_Manufacturing/links/55a63b8c08aed6b0255b398b/Study-on-Multi-View-Model-for-Cloud-Manufacturing.pdf","https://scholar.google.com/scholar?q=related:kaROzWa_5iUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
39,"P Martins, J Batista","Accurate single view model-based head pose estimation",2008,"… Conference on Automatic Face &Gesture …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4813369/","https://scholar.google.com/scholar?cites=5573707692335736921&as_sdt=2005&sciodt=2007&hl=en",17,"2023-02-26 08:06:35","","","","",,,,,39,2.60,20,2,15,"A framework for automatic human head pose estimation from single view images is proposed. The 6DOF head pose was estimated using pose from orthography and scaling with …","http://home.isr.uc.pt/~pedromartins/Publications/pmartins_fg2008.pdf","https://scholar.google.com/scholar?q=related:WaiIi53JWU0J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
33,"H Choi, K Yeom","An approach to software architecture evaluation with the 4+ 1 view model of architecture",2002,"Ninth Asia-Pacific Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1182998/","https://scholar.google.com/scholar?cites=10190958002804450905&as_sdt=2005&sciodt=2007&hl=en",18,"2023-02-26 08:06:35","","","","",,,,,33,1.57,17,2,21,"… 1 view model using UML. That is, the template for architecture is defined as the 4+1 view model. … In our 4+1 view model, architectural information is summarized as shown in Table 1. For …","https://scholar.archive.org/work/iatol3bluraanevmvygzlmrc2u/access/wayback/http://www.cse.unsw.edu.au:80/~cs9117/24%20AnApproachToSoftwareArchEvalWith41ViewModelOfArchitecture.pdf","https://scholar.google.com/scholar?q=related:WWYVPk-ObY0J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
16,"Y Geng, Z Lin, P Fu, W Wang","Rumor detection on social media: A multi-view model using self-attention mechanism",2019,"… Conference, Faro, Portugal, June 12–14 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-22734-0_25","https://scholar.google.com/scholar?cites=5320330119186198372&as_sdt=2005&sciodt=2007&hl=en",19,"2023-02-26 08:06:35","","10.1007/978-3-030-22734-0_25","","",,,,,16,4.00,4,4,4,"… Experimental results on a social-media based dataset reveal that the multi-view model we … Our three-view model achieves 95.6% accuracy and our four-view model using BERT as a …","https://www.iccs-meeting.org/archive/iccs2019/papers/115360335.pdf","https://scholar.google.com/scholar?q=related:ZK_nGQ6c1UkJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
45,"K Thramboulidis","Overcoming mechatronic design challenges: the 3+ 1 SysML-view model",2013,"Computing Science and Technology …","researchgate.net","https://www.researchgate.net/profile/Kleanthis-Thramboulidis/publication/251880554_Overcoming_Mechatronic_Design_Challenges_the_31_SysML-view_Model/links/02e7e52270569cf4cb000000/Overcoming-Mechatronic-Design-Challenges-the-3-1-SysML-view-Model.pdf","https://scholar.google.com/scholar?cites=8198844787062664581&as_sdt=2005&sciodt=2007&hl=en",20,"2023-02-26 08:06:35","PDF","","","",,,,,45,4.50,45,1,10,"… In this paper, the 3+1 SysML-view model is refined and discussed regarding open challenges in an attempt to identify the key concepts of such a terminology and framework. Provisions …","https://www.researchgate.net/profile/Kleanthis-Thramboulidis/publication/251880554_Overcoming_Mechatronic_Design_Challenges_the_31_SysML-view_Model/links/02e7e52270569cf4cb000000/Overcoming-Mechatronic-Design-Challenges-the-3-1-SysML-view-Model.pdf","https://scholar.google.com/scholar?q=related:he1u_eQlyHEJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
59,"CM Woodside","A three-view model for performance engineering of concurrent software",1995,"IEEE Transactions on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/464545/","https://scholar.google.com/scholar?cites=16482724679742802816&as_sdt=2005&sciodt=2007&hl=en",21,"2023-02-26 08:06:35","","","","",,,,,59,2.11,59,1,28,"… We will describe how a view model using highlevel Petri Nets corresponds to the Core model, using Fig. 6, In the Petri Net an activity is represented by a high-level transition (a box), …","http://www.sce.carleton.ca/faculty/woodside/pubs/mpr3.ps","https://scholar.google.com/scholar?q=related:gEuiWsRmvuQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
42,"JG DeMesa, DC Johnson","System and method for retrieving and presenting data using class-based component and view model",2004,"US Patent 6,700,590","Google Patents","https://patents.google.com/patent/US6700590B1/en","https://scholar.google.com/scholar?cites=12902557122348531160&as_sdt=2005&sciodt=2007&hl=en",22,"2023-02-26 08:06:35","","","","",,,,,42,2.21,21,2,19,"… and view model to collect and display data from multiple sources. The class-based component and view model … A class-based component and view model has several advantages. One …","https://patentimages.storage.googleapis.com/ff/7b/fa/71724861c5519b/US6700590.pdf","https://scholar.google.com/scholar?q=related:2D3Fk1cXD7MJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
24,"B Lv","A multi-view model study for the architecture of cloud manufacturing",2012,"2012 Third International Conference on Digital …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6298262/","https://scholar.google.com/scholar?cites=12992646313041777849&as_sdt=2005&sciodt=2007&hl=en",23,"2023-02-26 08:06:35","","","","",,,,,24,2.18,24,1,11,"… At the same time, these three views is jointed to a whole as multi-view model of cloud manufacturing architecture using the process view to express the panorama of cloud …","","https://scholar.google.com/scholar?q=related:udQk1fsmT7QJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
25,"JP Williams, E Sefton-Nash, DA Paige","The temperatures of Giordano Bruno crater observed by the Diviner Lunar Radiometer Experiment: Application of an effective field of view model for a point-based …",2016,"Icarus","Elsevier","https://www.sciencedirect.com/science/article/pii/S001910351500514X","https://scholar.google.com/scholar?cites=11412255320942342930&as_sdt=2005&sciodt=2007&hl=en",24,"2023-02-26 08:06:35","","","","",,,,,25,3.57,8,3,7,"Point based planetary datasets are typically stored as discrete records that represent an infinitesimal location on the target body. Instrumental effects and spacecraft motion during …","https://www.academia.edu/download/45262642/27_-_Williams_et_al-2016.pdf","https://scholar.google.com/scholar?q=related:EnPU6r95YJ4J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
5,"SP Tripathi, T Narang","Applying model view view-model and layered architecture for mobile applications",2017,"Journal of International Academy of …","researchgate.net","https://www.researchgate.net/profile/Shashi-Tripathi-4/publication/328416556_Applying_Model_View_View-Model_and_Layered_Architecture_for_Mobile_Applications/links/5bcce87692851cae21b8ca26/Applying-Model-View-View-Model-and-Layered-Architecture-for-Mobile-Applications.pdf","https://scholar.google.com/scholar?cites=14343551789945915099&as_sdt=2005&sciodt=2007&hl=en",25,"2023-02-26 08:06:35","PDF","","","",,,,,5,0.83,3,2,6,"… with Model View View-Model Design Pattern When we use Model View View-Model with the layered … The view module contains view base, application views and View-Model locator. …","https://www.researchgate.net/profile/Shashi-Tripathi-4/publication/328416556_Applying_Model_View_View-Model_and_Layered_Architecture_for_Mobile_Applications/links/5bcce87692851cae21b8ca26/Applying-Model-View-View-Model-and-Layered-Architecture-for-Mobile-Applications.pdf","https://scholar.google.com/scholar?q=related:2wYliVuIDscJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
36,"S Macicak, LE Schell","Patron-driven, librarian-approved: a pay-per-view model for e-books.",2009,"Serials","serials.uksg.org","https://serials.uksg.org/articles/10.1629/22S31/galley/1015/download/","https://scholar.google.com/scholar?cites=460577631444873304&as_sdt=2005&sciodt=2007&hl=en",26,"2023-02-26 08:06:35","PDF","10.1629/22S31/galley/1015","","",,,,,36,2.57,18,2,14,"Pay-per-view (PPV) e-books are a viable new business model for cost-effective delivery of online content to library users. As global recession negatively impacts the library’s budget, we …","https://serials.uksg.org/articles/10.1629/22S31/galley/1015/download/","https://scholar.google.com/scholar?q=related:WDDDYepMZAYJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
31,"YW Huang, N Jing, EA Rundensteiner","A hierarchical path view model for path finding in intelligent transportation systems",1997,"GeoInformatica","Springer","https://link.springer.com/article/10.1023/A:1009784527790","https://scholar.google.com/scholar?cites=6307159358988023116&as_sdt=2005&sciodt=2007&hl=en",27,"2023-02-26 08:06:35","","10.1023/A:1009784527790","","",,,,,31,1.19,10,3,26,"… To assure the effectiveness of our hierarchical path view model, we establish three desired properties of the fragmented graph. First, each region should be a strongly connected …","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/45593/10707_2004_Article_142477.pdf?sequence=1","https://scholar.google.com/scholar?q=related:TPVCLgWIh1cJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
12,"JW Walewski, J Heiles","Using the view model to contextualize and explain system-of-systems architecture models",2016,"2016 11th System of Systems …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7542900/","https://scholar.google.com/scholar?cites=10037712223744719280&as_sdt=2005&sciodt=2007&hl=en",28,"2023-02-26 08:06:35","","","","",,,,,12,1.71,6,2,7,"… This analysis is carried out by utilizing concepts defined in the view model of ISO/IEC/IEEE 42010. Our viewbased analysis is then used to derive generalized rules for the generation of …","","https://scholar.google.com/scholar?q=related:sHnm3RUeTYsJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
6,"JJ Anderson, T Li, DJ Sharrow","Insights into mortality patterns and causes of death through a process point of view model",2017,"Biogerontology","Springer","https://link.springer.com/article/10.1007/s10522-016-9669-1","https://scholar.google.com/scholar?cites=3925690365811516118&as_sdt=2005&sciodt=2007&hl=en",29,"2023-02-26 08:06:35","","10.1007/s10522-016-9669-1","","",,,,,6,1.00,2,3,6,"Process point of view (POV) models of mortality, such as the Strehler–Mildvan and stochastic vitality models, represent death in terms of the loss of survival capacity through challenges …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5290203/","https://scholar.google.com/scholar?q=related:1mJeqJbaejYJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
90,"A Syromiatnikov, D Weyns","A journey through the land of model-view-design patterns",2014,"2014 IEEE/IFIP Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6827095/","https://scholar.google.com/scholar?cites=8248703963249241612&as_sdt=2005&sciodt=2007&hl=en",30,"2023-02-26 08:06:35","","","","",,,,,90,10.00,45,2,9,"… (View Model), and handle rendering of the visual user interface (View). Furthermore, bind View and View Model … to have its own View Model, while each View Model can have several …","https://www.diva-portal.org/smash/get/diva2:738269/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:DO7TEo1IeXIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
26,"R Rajugan, E Chang, TS Dillon, L Feng","A three-layered XML view model: A practical approach",2005,"Conceptual Modeling–ER 2005 …","Springer","https://link.springer.com/chapter/10.1007/11568322_6","https://scholar.google.com/scholar?cites=1956386560684028092&as_sdt=2005&sciodt=2007&hl=en",31,"2023-02-26 08:06:35","","10.1007/11568322_6","","",,,,,26,1.44,7,4,18,"… In this paper, we presented a view model with conceptual and schema extensions. We also presented a view constraint specification model (OCL based) and conceptual operators. We …","https://espace.curtin.edu.au/bitstream/handle/20.500.11937/40483/19476_downloaded_stream_568.pdf?sequence=2","https://scholar.google.com/scholar?q=related:vHDrKDZ7JhsJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
15,"X Sun, R Ji, H Yao, P Xu, T Liu, X Liu","Place retrieval with graph-based place-view model",2008,"Proceedings of the 1st ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1460096.1460141","https://scholar.google.com/scholar?cites=10919381158425665076&as_sdt=2005&sciodt=2007&hl=en",32,"2023-02-26 08:06:35","","10.1145/1460096.1460141","","",,,,,15,1.00,3,6,15,"Places in movies and sitcoms could indicate higher-level semantic cues about the story scenarios and actor relations. This paper presents a novel unsupervised framework for efficient …","https://dl.acm.org/doi/pdf/10.1145/1460096.1460141","https://scholar.google.com/scholar?q=related:NB4Oa09viZcJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
27,"K Wu","Method and system for updating derived items in a view model which includes multiple coordinate systems",1995,"US Patent 5,404,428","Google Patents","https://patents.google.com/patent/US5404428A/en","https://scholar.google.com/scholar?cites=8462870325125076517&as_sdt=2005&sciodt=2007&hl=en",33,"2023-02-26 08:06:35","","","","",,,,,27,0.96,27,1,28,"… a view model defines operations to be performed on geometry to be rendered. The view model … For example, in some prior art systems, a three-dimensional view model typically defines …","https://patentimages.storage.googleapis.com/7b/5c/f0/c8e01bb5521392/US5404428.pdf","https://scholar.google.com/scholar?q=related:JVZG9bgncnUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
17,"D Klimenko","System and method for computer-aided image processing for generation of a 360 degree view model",2013,"US Patent 8,503,826","Google Patents","https://patents.google.com/patent/US8503826B2/en","https://scholar.google.com/scholar?cites=3650883704624319781&as_sdt=2005&sciodt=2007&hl=en",34,"2023-02-26 08:06:35","","","","",,,,,17,1.70,17,1,10,"US8503826B2 - System and method for computer-aided image processing for generation of a 360 degree view model - Google Patents US8503826B2 - System and method for …","https://patentimages.storage.googleapis.com/58/d0/06/666b11d6d46356/US8503826.pdf","https://scholar.google.com/scholar?q=related:JQ1l2mKLqjIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"ZA Khan, H Kamran, E Bino…","Aesthetic typography of packaging design and purchase intention: A study of women shoppers of beauty products in Oman under 'View'model",2021,"FIIB Business …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/23197145211032762","https://scholar.google.com/scholar?cites=4079874732954653505&as_sdt=2005&sciodt=2007&hl=en",35,"2023-02-26 08:06:35","","10.1177/23197145211032762","","",,,,,2,1.00,1,4,2,"… of the elements of the VIEW model to purchase under the … indicated that three elements of the VIEW model (ie, visibility, … the elements of the VIEW model and the intended purchase …","","https://scholar.google.com/scholar?q=related:QZPaGXSgnjgJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
24,"K Thramboulidis, A Buda","3+ 1 SysML view model for IEC61499 Function Block control systems",2010,"2010 8th IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5549440/","https://scholar.google.com/scholar?cites=11259532106964476942&as_sdt=2005&sciodt=2007&hl=en",36,"2023-02-26 08:06:35","","","","",,,,,24,1.85,12,2,13,"… This section describes the application of the 3+1 SysML view model using as a case study … Using the 3+1 SysML view-model, the development of the Festo MPS system is done at the …","https://www.researchgate.net/profile/Kleanthis-Thramboulidis/publication/224167643_31_SysML_view_model_for_IEC61499_Function_Block_control_systems/links/5805b8c208aee314f68e285e/3-1-SysML-view-model-for-IEC61499-Function-Block-control-systems.pdf","https://scholar.google.com/scholar?q=related:DiS5tMvkQZwJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
16,"M Hauder, F Matthes, S Roth…","Generating Dynamic Cross‐Organizational Process Visualizations through Abstract View Model Pattern Matching",2012,"… Interoperability: I‐ESA'12 …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118561942.ch15","https://scholar.google.com/scholar?cites=18184457506085457679&as_sdt=2005&sciodt=2007&hl=en",37,"2023-02-26 08:06:35","","10.1002/9781118561942.ch15","","",,,,,16,1.45,4,4,11,"… view model is the recommendation of information model entities that can be mapped to the abstract view model. That … , of abstract view model to information model to get a view model. …","","https://scholar.google.com/scholar?q=related:D89oo8ErXPwJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
