Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
11,"G. Hall","Pro WPF and Silverlight MVVM: Effective Application Development with Model-View-ViewModel",2010,"","","","",87,"2024-01-20 11:09:02","","","","",,,,,11,0.79,11,1,14,"WPF and Silverlight are unlike any other user interface (UI) technologies. They have been built to a new paradigm thatif harnessed correctlycan yield unprecedented power and performance. This book shows you how to control that power to produce clean, testable, maintainable code. It is now recognized that any non-trivial WPF or Silverlight application needs be designed around the Model-View-ViewModel (MVVM) design pattern in order to unlock the technology's full data-binding potential. However, the knowledge of how to do this is missing from a large part of the development communityeven amongst those who work with WPF and Silverlight on a daily basis. Too often there is a reliance on programmatic interaction between controls and not enough trust in the technologies' data-binding capabilities. This leads to a clouding of design values and an inevitable loss of performance, scalability, and maintainability throughout the application. Pro WPF and Silverlight MVVM will show you how to arrange your application so that it can grow as much as required in any direction without danger of collapse. What youll learn Understand why the separation of an applications View and its Model is paramount, including the history of Model-View-Presenter and Model-View-Controller. Apply WPF and Silverlights powerful data-binding model correctly. Examine how to organize an applicationtargeting WPF or Silverlight, including unit-testing, source-control, separation of concerns, data serialization, and how to tie everything together with MVVM. Develop afull game development application using MVVM by example. How to serialize the Model without being invasive, how to implement a plug-in architecture that extends both the View and the Model, and how to handle Exceptions gracefully. Who this book is for Developers that wish to learn how to architect WPF or Silverlight applications to ensure maintainability, testability, and separation of concerns. Table of Contents Overview of WPF and Silverlight DataBinding Model-View Separation The ViewModel Events and Commands Validation Unit Testing Data Access Layer Application Support Sample Application","",""
11,"Junhui Song, M. Zhang, Hua Xie","Design and Implementation of a Vue.js-Based College Teaching System",2019,"","","","",141,"2024-01-20 11:09:02","","10.3991/IJET.V14I13.10709","","",,,,,11,2.20,4,3,5,"The proliferation of Internet information technology has fundamentally changed the way of learning. It is now a research hotspot to improve teaching effect in col-leges with Internet information technology. Starting from the actual needs of col-lege teaching, this paper designs a college teaching system based on various In-ternet information technologies. Specifically, the front end was developed under the lightweight progressive Vue.js framework, which relies on the model–view–view model (MVVM); the overall structure of the system was set up based on the browser-server (B/S) architecture; the system functions were realized through HTML5, Node.js and database technology; the compatibility between mobile terminal and desktop was realized under Bootstrap. The system test shows that the Vue.js-based college teaching system operated stably, achieved the design goals and satisfied user demand. The research findings shed important new light on modernization and quality of college teaching.","",""
10,"Damir Nesic, M. Nyberg","Multi-view modeling and automated analysis of product line variability in systems engineering",2016,"","","","",149,"2024-01-20 11:09:02","","10.1145/2934466.2946044","","",,,,,10,1.25,5,2,8,"Product Lines (PL) in the systems engineering (SE) domain are one of the largest and most complex ones. The sheer number of different products that can be derived from PL points out to the scale of the challenge that Product Line Engineering (PLE) faces. Various development artifacts describe PL but due to their diversity, variability modeling across PL is a challenging task. Moreover, this complexity is a major obstacle for achieving traceability across PL which is especially important for product verification. In order to support systems engineering by establishing traceability across PL and aid verification planning we propose Multi-View Variability Model (MVVM). MVVM introduces a set of variability models that represent variability in various development artifacts, e.g. architecture, requirements etc. and corresponding inter-model constraints. We provide a formalization of MVVM and perform a transformation of the MVVM model to a Constraint Satisfiability Problem (CSP) where we formulate queries for the CSP model in order to extract information about variability dependencies among MVVM views. Throughout the paper we use a real system from the automotive domain as the working example in order to illustrate the introduced concepts.","",""
10,"Fran Jarnjak","Notice of RetractionFlexible GUI in robotics applications using Windows Presentation Foundation framework and Model View ViewModel pattern",2010,"","","","",201,"2024-01-20 11:09:02","","","","",,,,,10,0.71,10,1,14,"This paper examines the needs of custom robotics control software applications that share a commonality but require various operator GUI's and how to accommodate for those changes using power of Windows Presentation Foundation (WPF) framework and Model View ViewModel (MVVM) design pattern as a next step from traditional Model View Controller (MVC) pattern and its derivatives.","",""
9,"XiaoLong Li, DaLiang Chang, Hui Pen, XiaoYu Zhang, Yuanxin Liu, Y. Yao","Application of MVVM design pattern in MES",2015,"","","","",52,"2024-01-20 11:09:02","","10.1109/CYBER.2015.7288144","","",,,,,9,1.00,2,6,9,"Manufacturing Execution System (MES) is developed for information requirement of manufacturing enterprises. Because of different requirement of MES in different enterprises, almost all MES are developed customized. Therefor how to reduce modified codes and decrease the coupling between view page and data become the key for system development. MVVM design model separates software structure to view, model and view model by XAML and Data Binding of WPF technology. The number of modified codes is dramatically reduced because of the using of MVVM design pattern. In this paper, MVVM design pattern for MES development is introduced and MVVM Framework, principle and advantage are also studied in detail.","",""
9,"B. Gao, Shudong Zhang, N. Yao","A Multidimensional Pivot Table Model Based on MVVM Pattern for Rich Internet Application",2012,"","","","",82,"2024-01-20 11:09:02","","10.1109/IS3C.2012.16","","",,,,,9,0.75,3,3,12,"Data warehouse and OLAP provide a powerful support for decision support system. As an effective means of multidimensional data visualization, Pivot table has been widely applied. However, most of the existing multidimensional data exhibition systems based on web mostly have the features of weak interaction, difficult customization and maintenance, poor performance of updating the table structure or submitting and querying repeatedly, as well as not taking full advantage of the client computing resources. In order to solve these problems, this paper proposes a multidimensional Pivot table model based on MVVM pattern, discusses the structures and characteristics of the model, and finally effectively deals with the data exhibition problems for APQSEWS based on the rich Internet application. The model independent of specific platforms is proved strong flexibility, efficiency and scalability.","",""
9,"Kyle Burns","Inversion of Control",2012,"","","","",169,"2024-01-20 11:09:02","","10.1007/978-1-4302-4567-4_11","","",,,,,9,0.75,9,1,12,"","",""
8,"Muhammad Irsyad Sabiqun Bil Khairat, Y. Priyadi, M. Adrian","Usability Measurement in User Interface Design Using Heuristic Evaluation & Severity Rating (Case Study: Mobile TA Application based on MVVM)",2022,"","","","",14,"2024-01-20 11:09:02","","10.1109/CCWC54503.2022.9720876","","",,,,,8,4.00,3,3,2,"Each User interface design needs to be tested, one of which is by using heuristic evaluation. Heuristic evaluation is used to test ten usability aspects of the application and a severity rating to determine the magnitude of the user interface problems of the application. There are problems with usability in the TA mobile application. It was starting from the current user interface display, which is unresponsive (88%). Furthermore, some icons do not match the icon name and information (83%). There is an accumulation of information on one page, especially on the home page, where users need excessive scrolling (72%). So it is necessary to redesign the user interface design in order to meet user needs. This study aims to determine the suitability of the TA trial mobile application with user requirements through requirements elicitation (observation and questionnaires) and testing with heuristic evaluation & severity rating to measure the usability of the TA mobile application. This research has produced seven Functional Requirements, four Non-Functional Requirements, and Use Case diagrams involving three actors and eleven Use Cases. In addition, for the MVVM implementation, we have implemented interface design, for example, applied to the LoginAction class to avoid using ENUM. The implementation of View on ‘SignInButton,’ ‘usernameView,’ and ‘passwordView’ to create actions and states, and implementation of RxViewModel as the basis of all ViewMode. In the final stage of this research, usability and severity measurements have been successfully carried out, which are included in the category with a rating = 1 (cosmetic problem).","",""
7,"Wei Sun, Haohui Chen, Wen Yu","The Exploration and Practice of MVVM Pattern on Android Platform",2016,"","","","",48,"2024-01-20 11:09:02","","10.2991/icmmita-16.2016.205","","",,,,,7,0.88,2,3,8,"How UI designers and business engineers collaborate to development apps on Android platform conveniently and effectively is a difficult problem to tackle when projects get more complicate and need more effort. This paper compared the commonality and variability of MVVM with the commonly used MVC and MVP patterns. An RSS subscription app was designed and implemented by using Data Binding and Rome.jar techniques and the use of MVVM pattern on Android platform was explored. Three key points to solve the problem of bidirectional binding of views and view models were described. Decoupling of Model and View further separated data, logic and view and satisfied the requirements of different format of views for the same model. Therefore, duplicated code was reduced. The more important is that the coupling level of code was decreased for multiple developers. The software design objective of “high cohesion and low cupping” was achieved and efficiently collaborative development was accomplished.","",""
7,"John Kouraklis","MVVM as Design Pattern",2016,"","","","",56,"2024-01-20 11:09:02","","10.1007/978-1-4842-2214-0_1","","",,,,,7,0.88,7,1,8,"","",""
6,"Sudipto Chakraborty, P. Aithal","MVVM Demonstration Using C# WPF",2023,"","","","",1,"2024-01-20 11:09:02","","10.47992/ijaeml.2581.7000.0163","","",,,,,6,6.00,3,2,1,"Purpose: Nowadays, MVVM (Model-View View-Model) is the proven architecture for distributed software development. It encourages the development of the software components by the different independent teams and easy integration at the final stage. The individual researcher prefers direct coding or tightly coupled software modules. The Model is rapid and efficient but might create maintainability issues later. So from day one, we should introduce the best design model. In this scenario, the MVVM model is the major player. Here, we present how to implement MVVM into our project through a simple task. We will design the user interface, which is part of the UX design team, and then add functionality, which is the programming part. Finally, we will do integration and execution. The code used in this project is available to download from GitHub.  Design/Methodology/Approach: We are creating a C# WPF project inside the visual studio community edition. Then we segregate our activity into two parts. In the first part, we make a Model for our project. After that, we design the user interface. The user interface interacts with the user to display the data and receive inputs from the user. It is the presentation or view layer. After completing it, we add the required view model interaction logic. Finally, we integrate all components and run the project.  Findings/Result: Through the research, we realize the importance of the MVVM concept. It is a good software architecture; the researcher who has gone through the documents will find out how to implement the MVVM into their project. Some essential procedures are presented concisely so they can be adopted quickly. This architecture is independent of any language. So once we grab it, it can be implemented in our project, whatever the language we use. Originality/Value: Several documents on MVVM design using WPF are available worldwide. Most of the documents are elaborative and descriptive. It is tricky to extract the required information from long-duration content as fast-track space. Here we demonstrate practically. Using the documents as a reference, the researcher can easily integrate the MVVM concept into their project.  Paper Type: Experimental-based Research.","",""
6,"H. Pan, J. Jiang, Lin Chen, Honghui Sun, H. Tan","A Scalable Graphics User Interface Architecture for CNC Application Based - on WPF and MVVM",2011,"","","","",91,"2024-01-20 11:09:02","","10.4028/www.scientific.net/AMR.317-319.1931","","",,,,,6,0.46,1,5,13,"A scalable Graphics User Interface Architecture for open Computer Numerical Control (GUIAC) application is presented in this paper. The GUIAC is based on Windows Presentation Foundation (WPF) and Model-View-ViewModel (MVVM) design pattern. The WPF and MVVM pattern are used to decouple the User Interface (UI) presentation and business logic. This method makes the CNC application UI presentation design and the CNC application logic implementation work in parallel for improving the development and maintenance efficiency. Using the extensible application markup language can reduce the UI presentation design workload. The GUIAC has a loosely coupled structure with three layers. The experiment results of developing the CNC application using GUIAC show that the application graphics user interface is scalable and maintained easily.","",""
6,"Bob Brumfield, Geoff Cox, David R. C. Hill, Brian Noyes, M. Puleio, Karl Shifflett","Developer’s Guide to Microsoft Prism 4: Building Modular MVVM Applications with Windows Presentation Foundation and Microsoft Silverlight",2011,"","","","",92,"2024-01-20 11:09:02","","","","",,,,,6,0.46,1,6,13,"This guide provides everything you need to get started with Prism and to use it to create flexible, maintainable Windows Presentation Foundation (WPF) and Microsoft Silverlight 4.0 applications. It can be challenging to design and build WPF or Silverlight client applications that are flexible, maintainable, and that can evolve over time based on changing requirements. These kinds of applications require a loosely coupled modular architecture that allows individual parts of the application to be independently developed and tested, allowing the application to be modified or extended later on. Additionally, the architecture should promote testability, code re-use, and flexibility. Prism helps you to design and build flexible and maintainable WPF and Silverlight applications by using design patterns that support important architectural design principles, such as separation of concerns and loose coupling. This guide helps you understand these design patterns and describes how you can use Prism to implement them in your WPF or Silverlight applications. This guide will show you how to use Prism to implement the Model-View-View-Model (MVVM) pattern in your application, and how to use it along with commands and interaction requests to encapsulate application logic and make it testable. It will show you how to split an application into separate functional modules that can communicate through loosely coupled events, and how to integrate those modules into the overall application. It will show you how to dynamically construct a flexible user interface by using regions, and how to implement rich navigation across a modular application. Prism allows you to use these design patterns together or in isolation, depending on your particular application requirements.","",""
5,"Gloria Arcos-Medina, Jorge Menéndez, J. Vallejo","Comparative Study of Performance and Productivity of MVC and MVVM design patterns",2018,"","","","",38,"2024-01-20 11:09:02","","10.18502/keg.v1i2.1498","","",,,,,5,0.83,2,3,6,"Abstract.  The research compares the patterns for user interfaces Model View Controller (MVC) and Model ViewView Model (MVVM) using .Net technologies for the system development for sales and purchasing management of a company. The inductive method is used to recognize, obtain and measure the results of  performance and productivity variables based on the tests of two prototypes created for the MVC and MVVM pattern. For the performance tests we used: performance measurement tools Visual Studio 2012 Ultimate. The obtained results show that MVVM pattern presents better conditions of performance and productivity meeting the 95.1% of its performance levels with respect to the MVC pattern that fulfills the 41.6% of its performance levels in relation to the performance and productivity with a level of significance of 95% and a margin of error of 5%.","",""
5,"Hangen Li, Sufang Li, Jiguo Yu, Yubing Han, Anming Dong","AIoT Platform Design Based on Front and Rear End Separation Architecture for Smart Agricultural",2022,"","","","",109,"2024-01-20 11:09:02","","10.1145/3512353.3512384","","",,,,,5,2.50,1,5,2,"With the development of informatization, intelligence and precision of modern agriculture, i.e. there is a need for the integration of artificial intelligence (AI) with Internet of Things (IoT) systems, which is called AIoT (AI + IoT) systems. In this paper, we design an AIoT system for the smart agriculture based on the concept of front-rear end separation and the framework of MVVM (Model-View-View Model), through which it is possible to handle complex business logic and makes the integrating the AI algorithms much easier. Specifically, the system consists of a remote data service platform, the data collection terminals build on Raspberry Pi and the wireless data transmission using narrow-band Internet of Things (NB-IoT) modules. The data service platform is designed with the separated front-end and rear-end. The front-end is a web page constructed by the Vue.js and Element, while the rear-end business logic processing is constructed using the Python Django framework. The data interaction between the front and rear ends is realized through Axios. In such a way, the data in the front-end and the rear-end are decoupled, which makes it possible to improve the capability in dealing with complex data and makes it easy to carry out add-on development and extend new functions. Based on the data service platform, a series of basic application functions are integrated, including real-time data monitoring, historical data query, data visualization and abnormal data alerting, etc. Moreover, we integrate a deep-learning-based plant disease and pest detection algorithm in the propose system to show its scalability. In addition, the system also combines edge computing technology to improve the overall response efficiency of the system. The system has a convenient expansion interface and can be used as a basic development platform for various agricultural IoT applications, such as the soil environmental monitoring system and the intelligent disease and pest monitoring system, etc.","",""
5,"Weiwei Sun","Design of Auxiliary Teaching System for Preschool Education Specialty Courses Based on Artificial Intelligence",2022,"","","","",110,"2024-01-20 11:09:02","","10.1155/2022/4504707","","",,,,,5,2.50,5,1,2,"In order to improve the data retrieval accuracy of preschool education major curriculum, this paper designs an auxiliary teaching system for preschool education specialty courses based on artificial intelligence. 2000 preschool education teachers and 3000 students in M city were selected to conduct a questionnaire survey to analyze the application status of artificial intelligence technology, advantages and disadvantages of assisted teaching, obstacles and training intentions of assisted teaching, and the impact on the personal development of teachers and students. Using artificial intelligence technology to improve the shortcomings of existing preschool education professional courses, through the Vue.js technology in the artificial intelligence method to achieve the MVVM mode sharing of preschool education professional courses, using MySQL database to achieve multiuser multithread operation of preschool education system, using MySQL data to complete data storage, C# was used as the programming language to design the learning module of preschool education professional courses, and the artificial intelligence-based preschool education professional course auxiliary teaching system was designed. The experimental results show that when the retrieval quantity of curriculum resources is 600 GB, the response time of resource retrieval of the designed system is 7 s, and the retrieval accuracy of curriculum data of education major can reach 95%. The performance of the system is good.","",""
5,"Luiza Baumann, Marcia Librelotto, Cristiane Pappis, G. Helfer, Roberta Santos, R. B. Santos, A. B. Costa","NanoMetrix: An app for chemometric analysis from near infrared spectra",2020,"","","","",139,"2024-01-20 11:09:02","","10.1002/cem.3281","","",,,,,5,1.25,1,7,4,"Near‐infrared spectroscopy (NIR) associated with chemometric methods has been widely used in the determination of various compounds, as it is a fast, nondestructive, and analytical method with minimal sample preparation and universal application. In addition, the trend of miniaturization has allowed the development of new portable equipment, increasing the possibilities of point‐of‐use analysis at low cost. In this context, the objective of this study was to develop a portable analytical methodology using a low‐cost DLP NIRscan Nano spectrophotometer (Texas Instruments®) connected to a smartphone for data storage. For this, an app called NanoMetrix was developed, created natively for Android from Android Studio IDE, according to a software design standard known as Model‐View‐ViewModel (MVVM). To demonstrate the applicability of the method, 36 samples of plant tissue were analyzed to determine total nitrogen content. The calibration models were compared to those obtained with the SOLO+MIA software (Eigenvector Research, Inc.), 8.6.1. The results presented root mean square error of calibration (RMSEC) 1.90 and 1.82 g kg−1, root mean square error of prediction (RMSEP) 2.00 and 1.97 g kg−1, and R2pred 0.973 and 0.975, for the NanoMetrix application and the SOLO+MIA software, respectively. Therefore, the results indicate that the NanoMetrix integrated with the portable spectrophotometer, besides the acquisition of spectra, allows the processing of data in the field and reducing the time for the analysis and obtaining the results. Also, the chemometric associated with the NIR spectroscopy is a viable alternative to replace, or complement, the methods used for nitrogen determination.","",""
5,"F. Sholichin, M. A. Isa, S. A. Halim, Muhammad, Firdaus Harun","REVIEW OF IOS ARCHITECTURAL PATTERN FOR TESTABILITY, MODIFIABILITY, AND PERFORMANCE QUALITY",2019,"","","","",147,"2024-01-20 11:09:02","","","","",,,,,5,1.00,1,5,5,"In the mobile development especially in iOS, a correct selection of architecture patterns is crucial. Many architectural patterns used by developers such as Model View Controller (MVC), Model View Presenter (MVP), Model View ViewModel (MVVM), and View Interactor Presenter Entity Router (VIPER) have promised stability of the product. Nowadays, most developers tend to use MVC architectural pattern as this pattern is easy to use and separate the logic between model, view and controller. However, this architecture has common problems which are hard to test and manage the code because all the codes for business application are placed in controller components. Therefore, this paper reviewed some of the existing architectural patterns qualities specifically in testability, modifiability and performance quality in order to investigate the mentioned problems. By using Contact mobile apps as a case study, the results show the MVVM architecture is good for testability, modifiability (cohesion level procedural), and performance (memory consumption). In addition, VIPER is the best in modifiability (coupling level data and coupling level message) and performance of CPU.","",""
5,"Ginanjar Prabowo, Hatma Suryotrisongko, A. Tjahyanto","A Tale of Two Development Approach: Empirical Study on The Maintainability and Modularity of Android Mobile Application with Anti-Pattern and Model-View-Presenter Design Pattern",2018,"","","","",150,"2024-01-20 11:09:02","","10.1109/ICELTICS.2018.8548784","","",,,,,5,0.83,2,3,6,"Software development on mobile devices is overgrowing. However, the software still frequently unstructured developed without any pattern that can facilitate other developers to continue that software development, we called this approach as ""anti-pattern."" To overcome the anti-pattern problem and with the goal of improving maintainability, the developer begins to apply various architectural design patterns such as MVC, MVP, and MVVM to the development of Android-based mobile application. In this paper, we compare maintainability and modularity between 2 applications build with design pattern (MVP) and without design pattern or commonly referred as 'anti-pattern' using jHawk 6 as a software metrics tools. Use of jHawk 6 reduced subjectivity of measurements in some of the previous studies that make this research more proven with the use of selected maintainability and modularity metrics from previous qualified studies. In the end, this study proved empirically, use of MVP Design pattern significantly increase modularity by two times. With this results, we strongly recommend the use of the MVP design pattern in android based mobile application development.","",""
