Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"V Gaudioso","Mvvm: Model-view-viewmodel",2010,"Foundation Expression Blend 4 with Silverlight","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-2974-2_15","https://scholar.google.com/scholar?cites=12766338954096555469&as_sdt=2005&sciodt=2007&hl=en",14,"2023-02-26 07:52:24","","10.1007/978-1-4302-2974-2_15","","",,,,,8,0.62,8,1,13,"… each MVVM master on the other side. I cover the various aspects of the project template and create a working implementation of MVVM. I will point out the various pieces of MVVM as …","","https://scholar.google.com/scholar?q=related:zTUoyaMlK7EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"HH Pan, JJ Jiang, L Chen, HT Sun…","A scalable graphics user interface architecture for CNC application based-On WPF and MVVM",2011,"Advanced Materials …","Trans Tech Publ","https://www.scientific.net/AMR.317-319.1931","https://scholar.google.com/scholar?cites=2935984935834750101&as_sdt=2005&sciodt=2007&hl=en",15,"2023-02-26 07:52:24","","","","",,,,,7,0.58,1,5,12,"… (4) MVVM: John Gossman outlined MVVM pattern [13]. The distinction between MVVM and PM is that MVVM provide a … MVVM is considered as the most suited design pattern to WPF. …","","https://scholar.google.com/scholar?q=related:lQxUXr62vigJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
19,"刘立","MVVM 模式分析与应用",2013,"微型电脑应用","cqvip.com","http://www.cqvip.com/qk/96101x/201212/44517979.html","https://scholar.google.com/scholar?cites=14853059103302514384&as_sdt=2005&sciodt=2007&hl=en",16,"2023-02-26 07:52:24","","","","",,,,,19,1.90,19,1,10,"… ,MVVM是其在WPF中的演化和升级.以一个幼儿早教学校的客户管理系统为实例,对MVVM模式… 工作原理,并将其与传统的MVC模式进行对比,分析两者的异同,阐述了MVVM模式的优势和不足. …","","https://scholar.google.com/scholar?q=related:0HY6QI-qIM4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
55,"E Sorensen, M Mikailesc","Model-view-ViewModel (MVVM) design pattern using Windows Presentation Foundation (WPF) technology",2010,"MegaByte Journal","","","https://scholar.google.com/scholar?cites=8579250979290245733&as_sdt=2005&sciodt=2007&hl=en",17,"2023-02-26 07:52:24","CITATION","","","",,,,,55,4.23,28,2,13,"","","https://scholar.google.com/scholar?q=related:ZWqEk0-fD3cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"B Maharjan","Puzzle game using Android MVVM Architecture",2018,"","theseus.fi","https://www.theseus.fi/handle/10024/145871","https://scholar.google.com/scholar?cites=4917016957279658656&as_sdt=2005&sciodt=2007&hl=en",18,"2023-02-26 07:52:24","","","","",,,,,6,1.20,6,1,5,"… MVVM pattern was … MVVM, View Model is an independent business domain, which handles all the data transformation and operations. The objective of this thesis is to implement MVVM …","https://www.theseus.fi/bitstream/handle/10024/145871/Maharjan_Bikesh.pdf?sequence=1","https://scholar.google.com/scholar?q=related:oOI5Bd_APEQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"AH Gunawan, A Wijaya, D Wijaya","Design and Build Customer Complain Applications for Mobile Based MVVM Architecture Method",2020,"Tech-E","jurnal.ubd.ac.id","https://jurnal.ubd.ac.id/index.php/te/article/view/297","https://scholar.google.com/scholar?cites=1384578828927564716&as_sdt=2005&sciodt=2007&hl=en",19,"2023-02-26 07:52:24","","","","",,,,,3,1.00,1,3,3,"… MVVM is the most common architectural pattern used in windows applications. This pattern was formulated by Ken cooper and Ted PeSters [7]. The purpose of the MVVM architecture is …","https://jurnal.ubd.ac.id/index.php/te/article/download/297/181","https://scholar.google.com/scholar?q=related:rPvA7RsDNxMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"N Kentaro","Browser-Based Manipulation of Virtual Objects Through MVVM Architecture with Data Binding",2021,"2021 Ninth International Symposium on Computing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9643961/","https://scholar.google.com/scholar?cites=11062405473445575033&as_sdt=2005&sciodt=2007&hl=en",20,"2023-02-26 07:52:24","","","","",,,,,2,1.00,2,1,2,"This paper considers the problem of sharing complex virtual objects among remote users through Web browsers. Although drag-and-drop of object is one of new features available in …","","https://scholar.google.com/scholar?q=related:eXkPviqPhZkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"W Sheikh, N Sheikh","A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis-Class inheritance architecture",2020,"2020 Intermountain Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9249215/","https://scholar.google.com/scholar?cites=11378142704964438651&as_sdt=2005&sciodt=2007&hl=en",21,"2023-02-26 07:52:24","","","","",,,,,2,0.67,1,2,3,"… (MVVM) pattern which separates the development of graphical user interface (GUI) from the development of business and back-end logic. Some of the benefits of the MVVM pattern …","","https://scholar.google.com/scholar?q=related:e4oblYFI550J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"A Ghoda","Windows 8 MVVM Patterns Revealed: Covers Both C# and JavaScript",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=hG_djAUkyzcC&oi=fnd&pg=PR3&dq=mvvm&ots=p58WMPoMh3&sig=JKX8qAhjgboe4jn_fIJv_OG1hDU","https://scholar.google.com/scholar?cites=1716240444781731554&as_sdt=2005&sciodt=2007&hl=en",22,"2023-02-26 07:52:24","BOOK","","","",,,,,4,0.40,4,1,10,"… In this brief, information-rich, guide we will show you how MVVM … of MVVM concepts under.NET-to provide a common frame of reference-we will then delve into the details of how MVVM …","","https://scholar.google.com/scholar?q=related:4p5fbJdP0RcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"W Sheikh, N Sheikh","A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis",2019,"arXiv preprint arXiv:1911.08289","arxiv.org","https://arxiv.org/abs/1911.08289","https://scholar.google.com/scholar?cites=5643757155431490613&as_sdt=2005&sciodt=2007&hl=en",23,"2023-02-26 07:52:24","","","","",,,,,2,0.50,1,2,4,"… (MVVM) pattern which separates the development of graphical user interface (GUI) from the development of business and back-end logic. Some of the benefits of the MVVM pattern …","https://arxiv.org/pdf/1911.08289","https://scholar.google.com/scholar?q=related:NSQQIDunUk4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"F Maulana, R Afyenni, A Erianda","Aplikasi Manajemen Laboratorium Menggunakan Metode MVVM Berbasis Android",2022,"JITSI: Jurnal Ilmiah Teknologi …","jurnal-itsi.org","https://jurnal-itsi.org/index.php/jitsi/article/view/94","https://scholar.google.com/scholar?cites=14782775864301355003&as_sdt=2005&sciodt=2007&hl=en",24,"2023-02-26 07:52:24","","","","",,,,,2,2.00,1,3,1,"Abstract Information technology plays a major role in all aspects of today's world. Technology can make it easier for humans to manage data quickly and effectively. Especially on …","https://jurnal-itsi.org/index.php/jitsi/article/download/94/67","https://scholar.google.com/scholar?q=related:-3_meVP4Js0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"P Johnson","Using MVVM Light with your Xamarin Apps",2018,"","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4842-2475-5.pdf","https://scholar.google.com/scholar?cites=6722340434701414917&as_sdt=2005&sciodt=2007&hl=en",25,"2023-02-26 07:52:24","BOOK","10.1007/978-1-4842-2475-5","","",,,,,4,0.80,4,1,5,"… The Xamarin community loves MVVM. A few years ago, when my friend Stuart Lodge spun off MVVM Light and started modifying it into what was going to become MVVM Cross, I was …","https://core.ac.uk/download/pdf/186810594.pdf","https://scholar.google.com/scholar?q=related:BXKfRQKNSl0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"A Weil","Learn WPF MVVM-XAML, C# and the MVVM pattern",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=sE6LDgAAQBAJ&oi=fnd&pg=PP2&dq=mvvm&ots=5OK-ogFqZ_&sig=RghMR_kkp0rRHZSTIySQ7NIEeNM","https://scholar.google.com/scholar?cites=367616087418359651&as_sdt=2005&sciodt=2007&hl=en",26,"2023-02-26 07:52:24","BOOK","","","",,,,,3,0.43,3,1,7,"You're a developer who knows nothing to WPF. Which is fine, except that you need to start coding your next application using WPF and the MVVM pattern. Don't worry: I have you …","","https://scholar.google.com/scholar?q=related:Y09KQOIIGgUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"HA Epiloksa, DS Kusumo…","Effect Of MVVM Architecture Pattern on Android Based Application Performance",2022,"JURNAL MEDIA …","ejurnal.stmik-budidarma.ac.id","http://www.ejurnal.stmik-budidarma.ac.id/index.php/mib/article/view/4545","",27,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,1,"… Meanwhile, compared to MVVM the complexity of the code in the use of the MVC … evaluation, MVVM is superior to MVC [10]. In android applications, of course, the MVVM architectural …","https://www.ejurnal.stmik-budidarma.ac.id/index.php/mib/article/viewFile/4545/2977","https://scholar.google.com/scholar?q=related:vpJdeBVaxFgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"K Zarifis, Y Papakonstantinou","In-depth Survey of MVVM Web Application Frameworks",2016,"","dbucsd.github.io","https://dbucsd.github.io/paperpdfs/2016_4.pdf","https://scholar.google.com/scholar?cites=6762846603311964228&as_sdt=2005&sciodt=2007&hl=en",28,"2023-02-26 07:52:24","PDF","","","",,,,,2,0.29,1,2,7,"… MVVM and Web Component libraries that constitute the state-of-the-art in the web community. It also provides accurate definitions of the modules that compose an MVVM … by MVVM and …","https://dbucsd.github.io/paperpdfs/2016_4.pdf","https://scholar.google.com/scholar?q=related:RODdlCd12l0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Mishra, A Mishra","The MVVM Architectural Pattern",2017,"iOS Code Testing: Test-Driven Development and …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-2689-6_3","https://scholar.google.com/scholar?cites=17733806010907542119&as_sdt=2005&sciodt=2007&hl=en",29,"2023-02-26 07:52:24","","10.1007/978-1-4842-2689-6_3","","",,,,,2,0.33,1,2,6,"… The Model-View-ViewModel (MVVM) architectural pattern was developed by Microsoft to … soon learn, MVVM can be easily adapted to be used within iOS/Swift applications. MVVM is an …","","https://scholar.google.com/scholar?q=related:Z8LU85siG_YJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"A Wilson, F Wedyan, S Omari","An Empirical Evaluation and Comparison of the Impact of MVVM and MVC GUI Driven Application Architectures on Maintainability and Testability",2022,"2022 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9923083/","",30,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,1,"… and contrast MVC and MVVM based on their testability and … Lou’s work outlined the MVC, MVVM, and MVP architectures. … The results show that MVP and MVVM were better in terms of …","","https://scholar.google.com/scholar?q=related:Eq9KNYTVsGAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Kumar, V Kumar","HTML5 and JavaScript Apps with MVVM and Knockout",2013,"Beginning Windows 8 Data Development: Using C# …","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-4993-1_2","https://scholar.google.com/scholar?cites=17849910699299643335&as_sdt=2005&sciodt=2007&hl=en",31,"2023-02-26 07:52:24","","10.1007/978-1-4302-4993-1_2","","",,,,,2,0.20,1,2,10,"… In Chapter 1 we built an XAML-based app using MVVM and in this chapter we build a JavaScript-based data-driven app using HTML5, CSS, and Knockout JS. … In Chapter 1 we …","","https://scholar.google.com/scholar?q=related:xx8zSDWft_cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"陈涛","MVVM 设计模式及其应用研究磁",2014,"计算机与数字工程","cqvip.com","http://www.cqvip.com/qk/93977x/201410/662612752.html","https://scholar.google.com/scholar?cites=12414689510001436693&as_sdt=2005&sciodt=2007&hl=en",32,"2023-02-26 07:52:24","","","","",,,,,7,0.78,7,1,9,"MVVM 即Model-View-ViewModel ,是微软WPF 和Silverlight 应用特有的一种界面设计模式.使用 MVVM设计模式可以帮助我们分离业务逻辑,显示逻辑和用户界面,使得我们的程序代码结构…","","https://scholar.google.com/scholar?q=related:FWhnYFXWSawJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"W Sheikh, N Sheikh","Audiometry: A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis",2020,"Journal of Open Source Software","joss.theoj.org","https://joss.theoj.org/papers/10.21105/joss.02016.pdf","",33,"2023-02-26 07:52:24","PDF","10.21105/joss.02016","","",,,,,0,0.00,0,2,3,"Around 466 million people worldwide (over 5% of the world’s population) have disabling hearing loss, and out of these 34 million are children (“Deafness and hearing loss,” nd). …","https://joss.theoj.org/papers/10.21105/joss.02016.pdf","https://scholar.google.com/scholar?q=related:vOCrM3nSYLMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"陈明, 李猛坤, 张强","一种基于扩展 MVVM 模式的 SaaS 面向服务计算模型",2010,"微电子学与计算机","cqvip.com","http://www.cqvip.com/qk/92040x/201008/34810073.html","https://scholar.google.com/scholar?cites=13674404411636059175&as_sdt=2005&sciodt=2007&hl=en",34,"2023-02-26 07:52:24","","","","",,,,,9,0.69,3,3,13,"针对在SaaS系统中资源服务按需推送时,海量数据分析处理对平台造成处理压力超负荷的问题,对 标准MVVM模式进行扩展,在Web端增加业务逻辑处理模块,并在此模块中部署SOC(Service-…","","https://scholar.google.com/scholar?q=related:Jwyavlw-xb0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"L Wenjing, Z Honghai, Z Leilei, W Yan","Design and Implementation of CSTCloud Portal Management System Based on MVVM",2022,"Frontiers of Data and Domputing","jfdc.cnic.cn","http://www.jfdc.cnic.cn/EN/abstract/abstract202.shtml","",35,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,4,1,"… , the CSTCloud management system based on the MVVM (Model-View-ViewModel) mode is designed.[Methods] According to the MVVM mode, the system simplifies development and …","","https://scholar.google.com/scholar?q=related:KK05_JUigmYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"RF García","MVVM: Model–View–ViewModel",2023,"… Patterns: MVC, MVP, MVVM, VIPER, and VIP in Swift","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-9069-9_4","",36,"2023-02-26 07:52:24","","10.1007/978-1-4842-9069-9_4","","",,,,,0,0.00,0,1,1,"… Although the MVVM architecture is similar to the MVP … , MVVM would have similar functions to the Presenter, MVVM … and vice versa): in the MVVM this coupling does not exist thanks …","",""
1,"M El Omari, M Erramdani, S Filali","Getting Model of MVVM pattern from UML Models",2017,"","ieomsociety.org","http://ieomsociety.org/ieom2017/papers/366.pdf","https://scholar.google.com/scholar?cites=11498298356036687622&as_sdt=2005&sciodt=2007&hl=en",37,"2023-02-26 07:52:24","PDF","","","",,,,,1,0.17,0,3,6,"All scientific research are aimed at studying how to describe and achieve what is best. One of the main problems is how to develop existing models to create other new, more complex. …","http://ieomsociety.org/ieom2017/papers/366.pdf","https://scholar.google.com/scholar?q=related:BlcGKW8pkp8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
1,"M Diao, D Zhao, T Xue, W Li…","A highly automatic petrogeochemistry diagram plotting and analysis system based on MVVM",2018,"DEStech Transactions on …","scholar.archive.org","https://scholar.archive.org/work/dnghundzjfea5dbyxyuqjiy6wu/access/wayback/http://dpi-proceedings.com/index.php/dtcse/article/download/24498/24130","https://scholar.google.com/scholar?cites=4018848224367657063&as_sdt=2005&sciodt=2007&hl=en",38,"2023-02-26 07:52:24","PDF","","","",,,,,1,0.20,0,5,5,"A new software, GeoDrop based on the Petrogeochemistry experts’s practical working methods, is developed to implement Petrogeochemistry diagrams’ plotting and analysis …","https://scholar.archive.org/work/dnghundzjfea5dbyxyuqjiy6wu/access/wayback/http://dpi-proceedings.com/index.php/dtcse/article/download/24498/24130","https://scholar.google.com/scholar?q=related:Z8Ck0yrRxTcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
1,"KN Luong Nguyen","Application of Protocol-Oriented MVVM Architecture in iOS Development",2017,"","theseus.fi","https://www.theseus.fi/handle/10024/129037","https://scholar.google.com/scholar?cites=10714691182654003652&as_sdt=2005&sciodt=2007&hl=en",39,"2023-02-26 07:52:24","","","","",,,,,1,0.17,1,1,6,"… The use of POP MVVM in this project is purely out of my interest in learning, thus not … Especially in the case of inexperienced developers, POP MVVM should be considered an advanced …","https://www.theseus.fi/bitstream/handle/10024/129037/Nguyen_Luong.pdf?sequence=1","https://scholar.google.com/scholar?q=related:xBkanNw6spQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"S Hoefling","Model-View-ViewModel (MVVM)",2022,"Getting Started with the Uno Platform and WinUI 3 …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-8248-9_8","",40,"2023-02-26 07:52:24","","10.1007/978-1-4842-8248-9_8","","",,,,,0,0.00,0,1,1,"… MVVM Example Let’s try putting the concepts to use and seeing a simple example of MVVM before we open up our UnoDrive application . Earlier we learned that MVVM is broken into …","","https://scholar.google.com/scholar?q=related:B7_lJPdg5NYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"W Wongtanuwat, T Senivongse","Detection of Violation of MVVM Design Pattern in Objective-C Programs",2020,"… of the 8th International Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3411174.3411193","",41,"2023-02-26 07:52:24","","10.1145/3411174.3411193","","",,,,,0,0.00,0,2,3,"… and not all developers use the MVVM pattern. This makes the code … the MVVM pattern, this paper has studied the MVVM design … An automated tool has been developed to detect MVVM …","https://dl.acm.org/doi/pdf/10.1145/3411174.3411193","https://scholar.google.com/scholar?q=related:OeQc_DWrZh0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"S Chakraborty, PS Aithal","MVVM Demonstration Using C# WPF",,"researchgate.net","","https://www.researchgate.net/profile/Sudip-Chakraborty-15/publication/356987017_Google_Scholar_Citation_IJAEML/links/63c63ad1e922c50e999f844e/Google-Scholar-Citation-IJAEML.pdf","",42,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,2,,"… , the MVVM model is the major player. Here, we present how to implement MVVM into our … Findings/Result: Through the research, we realize the importance of the MVVM concept. It is …","",""
