Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
39,"Haixu Chen, Tianpeng Wang, Xiaoning He, Xu Cai, Runmao Lin, Jianli Liang, Jian Wu, G. King, Xiaowu Wang","BRAD V3.0: an upgraded Brassicaceae database",2021,"","","","",90,"2023-02-26 08:28:03","","10.1093/nar/gkab1057","","",,,,,39,19.50,4,9,2,"Abstract The Brassicaceae Database (BRAD version 3.0, BRAD V3.0; http://brassicadb.cn) has evolved from the former Brassica Database (BRAD V2.0), and represents an important community portal hosting genome information for multiple Brassica and related Brassicaceae plant species. Since the last update in 2015, the complex genomes of numerous Brassicaceae species have been decoded, accompanied by many omics datasets. To provide an up-to-date service, we report here a major upgrade of the portal. The Model-View-ViewModel (MVVM) framework of BRAD has been re-engineered to enable easy and sustainable maintenance of the database. The collection of genomes has been increased to 26 species, along with optimization of the user interface. Features of the previous version have been retained, with additional new tools for exploring syntenic genes, gene expression and variation data. In the ‘Syntenic Gene @ Subgenome’ module, we added features to view the sequence alignment and phylogenetic relationships of syntenic genes. New modules include ‘MicroSynteny’ for viewing synteny of selected fragment pairs, and ‘Polymorph’ for retrieval of variation data. The updated BRAD provides a substantial expansion of genomic data and a comprehensive improvement of the service available to the Brassicaceae research community.","",""
27,"M Aljamea, M Alkandari","MMVMi: A validation model for MVC and MVVM design patterns in iOS applications",2018,"IAENG Int. J. Comput. Sci","iaeng.org","https://www.iaeng.org/IJCS/issues_v45/issue_3/IJCS_45_3_03.pdf","https://scholar.google.com/scholar?cites=11320826897853503977&as_sdt=2005&sciodt=2007&hl=en",2,"2023-02-26 07:52:24","PDF","","","",,,,,27,5.40,14,2,5,"… the relation between MVVM objects. The model … MVVM objects was also validated. Further, this research provided some recommended solutions to satisfy the relations between MVVM …","https://www.iaeng.org/IJCS/issues_v45/issue_3/IJCS_45_3_03.pdf","https://scholar.google.com/scholar?q=related:6dk-UhWoG50J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
25,"C Anderson","The model-view-viewmodel (mvvm) design pattern",2012,"Pro Business Applications with Silverlight 5","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-3501-9_13","https://scholar.google.com/scholar?cites=14519220655234620428&as_sdt=2005&sciodt=2007&hl=en",5,"2023-02-26 07:52:24","","10.1007/978-1-4302-3501-9_13","","",,,,,25,2.27,25,1,11,"… to speed on the MVVM design pattern, but once you get the … Using the MVVM design pattern when you’re used to writing … at the theory behind the MVVM design pattern, then move onto …","","https://scholar.google.com/scholar?q=related:DBzGgkKifskJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
24,"K Thramboulidis, A Buda","3+ 1 SysML view model for IEC61499 Function Block control systems",2010,"2010 8th IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5549440/","https://scholar.google.com/scholar?cites=11259532106964476942&as_sdt=2005&sciodt=2007&hl=en",36,"2023-02-26 08:06:35","","","","",,,,,24,1.85,12,2,13,"… This section describes the application of the 3+1 SysML view model using as a case study … Using the 3+1 SysML view-model, the development of the Festo MPS system is done at the …","https://www.researchgate.net/profile/Kleanthis-Thramboulidis/publication/224167643_31_SysML_view_model_for_IEC61499_Function_Block_control_systems/links/5805b8c208aee314f68e285e/3-1-SysML-view-model-for-IEC61499-Function-Block-control-systems.pdf","https://scholar.google.com/scholar?q=related:DiS5tMvkQZwJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
23,"G Arcos-Medina, J Menéndez, J Vallejo","Comparative Study of Performance and Productivity of MVC and MVVM design patterns",2018,"KnE Engineering","knepublishing.com","https://www.knepublishing.com/index.php/KnE-Engineering/article/view/1498","https://scholar.google.com/scholar?cites=3559133244786381480&as_sdt=2005&sciodt=2007&hl=en",3,"2023-02-26 07:52:24","","","","",,,,,23,4.60,8,3,5,"… MVVM y MVC ha permitido determinar que el patrón MVVM … funciones tanto para el patrón MVVM como para el patrón MVC; … en el patrón MVVM la acción afecta directamente a la vista. …","https://www.knepublishing.com/index.php/KnE-Engineering/article/view/1498/3383","https://scholar.google.com/scholar?q=related:qJLGO9SUZDEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
21,"G Hall","Pro WPF and Silverlight MVVM: effective application development with Model-View-ViewModel",2011,"","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4302-3163-9.pdf","https://scholar.google.com/scholar?cites=7721321466605126597&as_sdt=2005&sciodt=2007&hl=en",9,"2023-02-26 07:52:24","BOOK","10.1007/978-1-4302-3163-9","","",,,,,21,1.75,21,1,12,"This book was conceived from a need to explain the MVVM pattern and how it helps structure WPF and Silverlight applications. I had worked on a number of projects where these …","","https://scholar.google.com/scholar?q=related:xcOY7fakJ2sJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
21,"D. Hermes","Xamarin Mobile Application Development: Cross-Platform C# and Xamarin. Forms Fundamentals",2015,"","","","",127,"2023-02-26 08:28:03","","","","",,,,,21,2.63,21,1,8,"Xamarin Mobile Application Development is a hands-on Xamarin. Forms primer and a cross-platform reference for building native Android, iOS, and Windows Phone apps using C# and .NET. This book explains how to use Xamarin. Forms, Xamarin. Android, and Xamarin.iOS to build business apps for your customers and consumer apps for Google Play and the iTunes App Store. Learn how to leverage Xamarin. Forms for cross-platform development using the most common UI pages, layouts, views, controls, and design patterns. Combine these with platform-specific UI to craft a visually stunning and highly interactive mobile user experience. Use Xamarin. Forms to data bind your UI to both data models and to view models for a Model-View-ViewModel (MVVM) implementation. Use this book to answer the important question: Is Xamarin. Forms right for my project? Platform-specific UI is a key concept in cross-platform development, and Xamarin. Android and Xamarin.iOS are the foundation of the Xamarin platform. Xamarin Mobile Application Development will cover how to build an Android app using Xamarin. Android and an iOS app using Xamarin.iOS while sharing a core code library. SQLite is the database-of-choice for many Xamarin developers. This book will explain local data access techniques using SQLite.NET and ADO.NET. Build a mobile data access layer (DAL) using SQLite and weigh your options for web services and enterprise cloud data solutions. This book will show how organize your Xamarin code into a professional-grade application architecture. Explore solution-building techniques from starter-to-enterprise to help you decouple your functional layers, manage your platform-specific code, and share your cross-platform classes for code reuse, testability, and maintainability. Also included are 250+ screenshots on iOS, Android, and Windows Phone and 200+ C# code examples with downloadable C# and XAML versions available from Apress.com. This comprehensive recipe and reference book addresses one of the most important and vexing problems in the software industry today: How do we effectively design and develop cross-platform mobile applications? What youll learn How to build world-class mobile apps for iOS, Android, and Windows Phone using C#How to organize your Xamarin code into a professional-grade application architecture The latest Xamarin techniques for cross-platform UI using Xamarin. Forms When and how to use platform-specific UIData binding, local data access, enterprise cloud data solutions, and building a data access layer for mobile appsCross-platform architecture to maximize portability and code reuse Who this book is for C#, ASP.NET developers, architects, and technical managers as well as many Android and iOS developers","",""
20,"XL Li, DL Chang, H Pen, XY Zhang…","Application of MVVM design pattern in MES",2015,"… Conference on Cyber …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7288144/","https://scholar.google.com/scholar?cites=8634687737139492548&as_sdt=2005&sciodt=2007&hl=en",4,"2023-02-26 07:52:24","","","","",,,,,20,2.50,4,5,8,"… The number of modified codes is dramatically reduced because of the using of MVVM design pattern. In this paper, MVVM design pattern for MES development is introduced and MVVM …","","https://scholar.google.com/scholar?q=related:xPaelr-S1HcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
20,"J Gossman","Introduction to Model/View/ViewModel pattern for building WPF apps (2005)",2005,"URL http://blogs. msdn. com/b/johngossman/archive …","","","https://scholar.google.com/scholar?cites=4233670254693653504&as_sdt=2005&sciodt=2007&hl=en",21,"2023-02-26 08:01:38","CITATION","","","",,,,,20,1.11,20,1,18,"","","https://scholar.google.com/scholar?q=related:ABwna6oEwToJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
16,"J Kouraklis","MVVM in Delphi",2016,"","Springer","https://link.springer.com/content/pdf/10.1007/978-1-4842-2214-0.pdf","https://scholar.google.com/scholar?cites=4244723608545042763&as_sdt=2005&sciodt=2007&hl=en",8,"2023-02-26 07:52:24","BOOK","10.1007/978-1-4842-2214-0","","",,,,,16,2.29,16,1,7,"… This book attempts to open the field of MVVM to Delphi developers. … MVVM pattern by first looking at a way to organize the different aspects of POSApp as they are understood by MVVM. …","http://ndl.ethernet.edu.et/bitstream/123456789/27465/1/8.pdf","https://scholar.google.com/scholar?q=related:S6EK6aFJ6DoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
14,"F Muntenescu","Android Architecture Patterns Part 3: Model-View-ViewModel",2016,"A: Upday Devs (Medium)","","","https://scholar.google.com/scholar?cites=7266117203421269613&as_sdt=2005&sciodt=2007&hl=en",22,"2023-02-26 08:01:38","CITATION","","","",,,,,14,2.00,14,1,7,"","","https://scholar.google.com/scholar?q=related:bY5HVhlv1mQJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
13,"R Vice, MS Siddiqi","MVVM Survival Guide for Enterprise Architectures in Silverlight and WPF",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=EC0on5ZY7zkC&oi=fnd&pg=PT13&dq=mvvm&ots=vxZ-gXtcVW&sig=0JksWPuOkUu-LVi5hJ6X0XGHd5U","https://scholar.google.com/scholar?cites=6309282595021141584&as_sdt=2005&sciodt=2007&hl=en",12,"2023-02-26 07:52:24","BOOK","","","",,,,,13,1.18,7,2,11,"… from the first chapter using MVVM. We will then look at some of the benefits and cost of using MVVM. We will finish off the chapter by taking a quick look at the MVVM Light open source …","","https://scholar.google.com/scholar?q=related:UDbKlxcTj1cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
13,"S Biffl, A Lüder, K Meixner, F Rinker, M Eckhart…","Multi-view-model risk assessment in cyber-physical production systems engineering",2021,"","eprints.cs.univie.ac.at","http://eprints.cs.univie.ac.at/7024/1/102248.pdf","https://scholar.google.com/scholar?cites=5228772315009230622&as_sdt=2005&sciodt=2007&hl=en",57,"2023-02-26 08:06:35","PDF","","","",,,,,13,6.50,2,6,2,"… A CPPS Engineering Network (CEN), an integrated multi-domain multi-view model, facilitates the assessment of risks to CPPS and product designs, ie, risks stemming from several …","http://eprints.cs.univie.ac.at/7024/1/102248.pdf","https://scholar.google.com/scholar?q=related:HqeFn7dUkEgJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
13,"Andrew Whitechapel, Sean McKenna","Windows Phone 8 Development Internals",2013,"","","","",135,"2023-02-26 08:28:03","","","","",,,,,13,1.30,7,2,10,"* Foreword * Introduction * Core Features * Chapter 1: Vision and architecture * Chapter 2: App model and navigation * Chapter 3: UI visuals and touch * Chapter 4: Data binding and MVVM * Chapter 5: Phone and media services * Chapter 6: Sensors * Chapter 7: Web connectivity * Chapter 8: Web services and the cloud * Chapter 9: Background agents * Chapter 10: Local storage and databases * Windows Phone 7 to Windows Phone 8 * Chapter 11: App publication * Chapter 12: Profiling and diagnostics * Chapter 13: Porting to Windows Phone 8 and multitargeting * Chapter 14: Tiles and notifications * Chapter 15: Contacts and calendar * Chapter 16: Camera and photos * Chapter 17: Networking and proximity * Chapter 18: Location and maps * New Windows Phone 8 Features * Chapter 19: Speech * Chapter 20: The Wallet * Chapter 21: Monetizing your app * Chapter 22: Enterprise apps * Native Development and Windows Phone 8 convergence * Chapter 23: Native development * Chapter 24: Windows 8 convergence * Chapter 25: Games and Direct3D * About the Authors","",""
12,"B Gao, S Zhang, N Yao","A multidimensional pivot table model based on MVVM pattern for rich internet application",2012,"2012 International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6228239/","https://scholar.google.com/scholar?cites=11107836872867236861&as_sdt=2005&sciodt=2007&hl=en",11,"2023-02-26 07:52:24","","","","",,,,,12,1.09,4,3,11,"… a multidimensional Pivot table model based on MVVM pattern, discusses the structures and … This paper proposes an interactive subsystem design solution based on MVVM pattern and …","","https://scholar.google.com/scholar?q=related:_cs8tsj2JpoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
12,"M Curteanu","Using the Model-View-Controller for Creating Applications for Project Management",2010,"Open Source Science Journal","","","https://scholar.google.com/scholar?cites=14813396172273079296&as_sdt=2005&sciodt=2007&hl=en",419,"2023-02-26 08:06:35","CITATION","","","",,,,,12,0.92,12,1,13,"","","https://scholar.google.com/scholar?q=related:ANR3fVXBk80J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
11,"F Jarnjak","Notice of retraction: flexible GUI in robotics applications using Windows presentation foundation framework and model view ViewModel pattern",2010,"4th International Conference on New Trends in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5488625/","https://scholar.google.com/scholar?cites=6708231216734779121&as_sdt=2005&sciodt=2007&hl=en",4,"2023-02-26 08:01:38","","","","",,,,,11,0.85,11,1,13,"… To do a more involved change, we can create another ViewModel and … ViewModel object instance. Thus, main window XAML is minimally changed to register the new ViewModel and …","","https://scholar.google.com/scholar?q=related:8bap-L9sGF0J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
11,"A. Daoudi, Ghizlane El-Boussaidi, Naouel Moha, Sègla Kpodjedo","An exploratory study of MVC-based architectural patterns in Android apps",2019,"","","","",119,"2023-02-26 08:28:03","","10.1145/3297280.3297447","","",,,,,11,2.75,3,4,4,"Mobile app development now represents a significant part of the software industry, with Android being the largest ecosystem. Android development comes with its own design practices and templates (layouts, activities, etc.). Developers also use different established architectural patterns for designing interactive software such as MVC, MVP and MVVM. They implement these patterns based on their understanding and experience. Thus, the choice and the implementation of such patterns varies from a developer to another. To the best of our knowledge, there is no work that provides a comprehensive view of the use of these patterns in mobile apps. Moreover, there is no clear understanding of which pattern to use and what is the trend for designing mobile apps using such patterns. In this paper, we propose an automatic approach to identify which MVC-based architectural pattern (MVC, MVP and MVVM) is used predominantly in a given app. For this purpose, we defined each of these patterns through a number of heuristics according to the pattern's potential implementations within the Android framework. We conducted an empirical study on a large set of mobile apps downloaded from the Google Play Store. We found, not surprisingly, a dominance of the popular MVC pattern, a rare use of MVP while MVVM is almost unused and a significant number of apps do not follow any pattern. The empirical study also enabled us to analyse the use of these patterns by domain, size and last-update date of the apps. We observed that MVC has been the most used pattern over the past years and it continues to gain popularity, and that small-size apps are mostly the ones that do not use any pattern.","",""
10,"J Likness","Model-view-viewmodel (mvvm) explained",2010,"Code Project","","","https://scholar.google.com/scholar?cites=5535218144062079100&as_sdt=2005&sciodt=2007&hl=en",54,"2023-02-26 07:52:24","CITATION","","","",,,,,10,0.77,10,1,13,"","","https://scholar.google.com/scholar?q=related:fAAeP5ML0UwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
10,"DA Tamburri, MM Bersani, R Mirandola…","DevOps Service Observability By-Design: Experimenting with Model-View-Controller",2018,"Service-Oriented and …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-99819-0_4","https://scholar.google.com/scholar?cites=10631826479461598176&as_sdt=2005&sciodt=2007&hl=en",370,"2023-02-26 08:06:35","","10.1007/978-3-319-99819-0_4","","",,,,,10,2.00,3,4,5,"… Other variants of MVC, eg, Model-View-View-Model 2 (MVVM), offer the same features as MVC with respect to the properties P1 and P3. In addition, however, MVVM defines the …","https://www.researchgate.net/profile/Damian-Tamburri/publication/327310128_DevOps_Service_Observability_By-Design_Experimenting_with_Model-View-Controller_7th_IFIP_WG_214_European_Conference_ESOCC_2018_Como_Italy_September_12-14_2018_Proceedings/links/5bf29d55a6fdcc3a8de13840/DevOps-Service-Observability-By-Design-Experimenting-with-Model-View-Controller-7th-IFIP-WG-214-European-Conference-ESOCC-2018-Como-Italy-September-12-14-2018-Proceedings.pdf","https://scholar.google.com/scholar?q=related:4IPmbdrVi5MJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
10,"S Fowler","Model-view-update-communicate: Session types meet the elm architecture",2019,"arXiv preprint arXiv:1910.11108","arxiv.org","https://arxiv.org/abs/1910.11108","https://scholar.google.com/scholar?cites=629145595463547392&as_sdt=2005&sciodt=2007&hl=en",383,"2023-02-26 08:06:35","","","","",,,,,10,2.50,10,1,4,"Session types are a type discipline for communication channel endpoints which allow conformance to protocols to be checked statically. Safely implementing session types requires …","https://arxiv.org/pdf/1910.11108","https://scholar.google.com/scholar?q=related:ADqb8ZUsuwgJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
10,"Junhui Song, Min Zhang, Hua Xie","Design and Implementation of a Vue.js-Based College Teaching System",2019,"","","","",120,"2023-02-26 08:28:03","","10.3991/IJET.V14I13.10709","","",,,,,10,2.50,3,3,4,"The proliferation of Internet information technology has fundamentally changed the way of learning. It is now a research hotspot to improve teaching effect in col-leges with Internet information technology. Starting from the actual needs of col-lege teaching, this paper designs a college teaching system based on various In-ternet information technologies. Specifically, the front end was developed under the lightweight progressive Vue.js framework, which relies on the model–view–view model (MVVM); the overall structure of the system was set up based on the browser-server (B/S) architecture; the system functions were realized through HTML5, Node.js and database technology; the compatibility between mobile terminal and desktop was realized under Bootstrap. The system test shows that the Vue.js-based college teaching system operated stably, achieved the design goals and satisfied user demand. The research findings shed important new light on modernization and quality of college teaching.","",""
9,"J Kouraklis, J Kouraklis","MVVM as Design Pattern",2016,"MVVM in Delphi: Architecting and Building Model …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-2214-0_1","https://scholar.google.com/scholar?cites=15701641068301192893&as_sdt=2005&sciodt=2007&hl=en",10,"2023-02-26 07:52:24","","10.1007/978-1-4842-2214-0_1","","",,,,,9,1.29,5,2,7,"… If we attempt to look at the rowing machine under the MVVM paradigm in an educational approach, what … This transformation of data is the job of the ViewModel in the MVVM domain. …","","https://scholar.google.com/scholar?q=related:vQ7HWlxv59kJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"T Szostak","Windows Phone 8 Application Development Essentials (A practical guide to creating a Windows Phone 8 application using C#, XAML, and MVVM)",2013,"","thuvienso.bvu.edu.vn","http://thuvienso.bvu.edu.vn/handle/TVDHBRVT/19421","https://scholar.google.com/scholar?cites=3356089335910592293&as_sdt=2005&sciodt=2007&hl=en",43,"2023-02-26 07:52:24","CITATION","","","",,,,,9,0.90,9,1,10,"Windows Phone 8 Application Development Essentials (A practical guide to creating a Windows Phone 8 application using C#, XAML, and MVVM) | Thư viện số Đại học Bà Rịa …","","https://scholar.google.com/scholar?q=related:JW9tPXg5ky4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"I Minar","Mvc vs mvvm vs mvp",2012,"What a controversial topic that many developers can …","","","https://scholar.google.com/scholar?cites=13088008759075675506&as_sdt=2005&sciodt=2007&hl=en",61,"2023-02-26 07:52:24","CITATION","","","",,,,,9,0.82,9,1,11,"","","https://scholar.google.com/scholar?q=related:ch3ohZ_yobUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
9,"A Grignard, A Drogoul, JD Zucker","A Model-View/Controller approach to support visualization and online data analysis of Agent-Based Simulations",2013,"The 2013 RIVF International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6719899/","https://scholar.google.com/scholar?cites=13257590748999685245&as_sdt=2005&sciodt=2007&hl=en",117,"2023-02-26 08:06:35","","","","",,,,,9,0.90,3,3,10,"… A view model represents a reference model or another view model on which it can request data… A controller can manipulate agents or group of the reference model or the view model(s). …","https://hal.science/hal-00982756/document","https://scholar.google.com/scholar?q=related:fZShY4ts_LcJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
9,"Damir Nesic, M. Nyberg","Multi-view modeling and automated analysis of product line variability in systems engineering",2016,"","","","",136,"2023-02-26 08:28:03","","10.1145/2934466.2946044","","",,,,,9,1.29,5,2,7,"Product Lines (PL) in the systems engineering (SE) domain are one of the largest and most complex ones. The sheer number of different products that can be derived from PL points out to the scale of the challenge that Product Line Engineering (PLE) faces. Various development artifacts describe PL but due to their diversity, variability modeling across PL is a challenging task. Moreover, this complexity is a major obstacle for achieving traceability across PL which is especially important for product verification. In order to support systems engineering by establishing traceability across PL and aid verification planning we propose Multi-View Variability Model (MVVM). MVVM introduces a set of variability models that represent variability in various development artifacts, e.g. architecture, requirements etc. and corresponding inter-model constraints. We provide a formalization of MVVM and perform a transformation of the MVVM model to a Constraint Satisfiability Problem (CSP) where we formulate queries for the CSP model in order to extract information about variability dependencies among MVVM views. Throughout the paper we use a real system from the automotive domain as the working example in order to illustrate the introduced concepts.","",""
8,"V Gaudioso","Mvvm: Model-view-viewmodel",2010,"Foundation Expression Blend 4 with Silverlight","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-2974-2_15","https://scholar.google.com/scholar?cites=12766338954096555469&as_sdt=2005&sciodt=2007&hl=en",14,"2023-02-26 07:52:24","","10.1007/978-1-4302-2974-2_15","","",,,,,8,0.62,8,1,13,"… each MVVM master on the other side. I cover the various aspects of the project template and create a working implementation of MVVM. I will point out the various pieces of MVVM as …","","https://scholar.google.com/scholar?q=related:zTUoyaMlK7EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
